case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma,sentimen
paket diterima dg baik dan pengiriman cepat banget. packagingnya bagus banget aman jg. produk cocok dg kulit istri saya. senang banget dia. thanks,paket diterima dg baik dan pengiriman cepat banget packagingnya bagus banget aman jg produk cocok dg kulit istri saya senang banget dia thanks,paket diterima dengan baik dan pengiriman cepat banget packagingnya bagus banget aman juga produk cocok dengan kulit istri saya senang banget dia thanks,"['paket', 'diterima', 'dengan', 'baik', 'dan', 'pengiriman', 'cepat', 'banget', 'packagingnya', 'bagus', 'banget', 'aman', 'juga', 'produk', 'cocok', 'dengan', 'kulit', 'istri', 'saya', 'senang', 'banget', 'dia', 'thanks']","['paket', 'diterima', 'pengiriman', 'cepat', 'banget', 'packagingnya', 'bagus', 'banget', 'aman', 'produk', 'cocok', 'kulit', 'istri', 'senang', 'banget', 'thanks']","['paket', 'terima', 'kirim', 'cepat', 'banget', 'packagingnya', 'bagus', 'banget', 'aman', 'produk', 'cocok', 'kulit', 'istri', 'senang', 'banget', 'thanks']",paket terima kirim cepat banget packagingnya bagus banget aman produk cocok kulit istri senang banget thanks,"{'classified_text': 'paket terima kirim cepat [5] banget packagingnya bagus [5] banget aman [5] produk cocok [3] kulit istri senang [5] banget thanks', 'tweet_text': ' paket terima kirim cepat banget packagingnya bagus banget aman produk cocok kulit istri senang banget thanks', 'sentence_score': ['paket terima kirim cepat [5] banget packagingnya bagus [5] banget aman [5] produk cocok [3] kulit istri senang [5] banget thanks'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
"tipe kulitku berminyak 
pengiriman cepat produk baik sesuai deskripsi. makasih seller",tipe kulitku berminyak pengiriman cepat produk baik sesuai deskripsi makasih seller,tipe kulitku berminyak pengiriman cepat produk baik sesuai deskripsi terima kasih seller,"['tipe', 'kulitku', 'berminyak', 'pengiriman', 'cepat', 'produk', 'baik', 'sesuai', 'deskripsi', 'terima', 'kasih', 'seller']","['tipe', 'kulitku', 'berminyak', 'pengiriman', 'cepat', 'produk', 'deskripsi', 'terima', 'kasih', 'seller']","['tipe', 'kulit', 'minyak', 'kirim', 'cepat', 'produk', 'deskripsi', 'terima', 'kasih', 'seller']",tipe kulit minyak kirim cepat produk deskripsi terima kasih seller,"{'classified_text': 'tipe kulit minyak kirim cepat [4] produk deskripsi terima kasih [4] seller', 'tweet_text': ' tipe kulit minyak kirim cepat produk deskripsi terima kasih seller', 'sentence_score': ['tipe kulit minyak kirim cepat [4] produk deskripsi terima kasih [4] seller'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
"barang sudah sampai dan sesuai, semoga cocok di akuu, thanks sellerrr tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar",barang sudah sampai dan sesuai semoga cocok di akuu thanks sellerrr tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar,barang sudah sampai dan sesuai semoga cocok di aku thanks seller tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar,"['barang', 'sudah', 'sampai', 'dan', 'sesuai', 'semoga', 'cocok', 'di', 'aku', 'thanks', 'seller', 'tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar']","['semoga', 'cocok', 'thanks', 'seller', 'tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'sensitif', 'kulitku', 'jerawat', 'kulitku', 'pori']","['moga', 'cocok', 'thanks', 'seller', 'tipe', 'kulit', 'kombinasi', 'tipe', 'kulit', 'sensitif', 'kulit', 'jerawat', 'kulit', 'pori']",moga cocok thanks seller tipe kulit kombinasi tipe kulit sensitif kulit jerawat kulit pori,"{'classified_text': 'moga cocok [3] thanks seller tipe kulit kombinasi tipe kulit sensitif [-2] kulit jerawat kulit pori', 'tweet_text': ' moga cocok thanks seller tipe kulit kombinasi tipe kulit sensitif kulit jerawat kulit pori', 'sentence_score': ['moga cocok [3] thanks seller tipe kulit kombinasi tipe kulit sensitif [-2] kulit jerawat kulit pori'], 'max_positive': 3, 'max_negative': -2, 'kelas': 'positif'}"
tipe kulitku kombinasi masalah kulitku pori besar masalah kulitku kerutan,tipe kulitku kombinasi masalah kulitku pori besar masalah kulitku kerutan,tipe kulitku kombinasi masalah kulitku pori besar masalah kulitku kerutan,"['tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'pori', 'besar', 'masalah', 'kulitku', 'kerutan']","['tipe', 'kulitku', 'kombinasi', 'kulitku', 'pori', 'kulitku', 'kerutan']","['tipe', 'kulit', 'kombinasi', 'kulit', 'pori', 'kulit', 'kerut']",tipe kulit kombinasi kulit pori kulit kerut,"{'classified_text': 'tipe kulit kombinasi kulit pori kulit kerut [-2]', 'tweet_text': ' tipe kulit kombinasi kulit pori kulit kerut', 'sentence_score': ['tipe kulit kombinasi kulit pori kulit kerut [-2]'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}"
"seneng banget dapet harga promo 😭 terus padahal ditulisannya gak ada bonus gift, dikasih gift eyelashes curler dong, huhu thank you somethinc 💛",seneng banget dapet harga promo terus padahal ditulisannya gak ada bonus gift dikasih gift eyelashes curler dong huhu thank you somethinc,senang banget dapat harga promo terus padahal ditulisannya enggak ada bonus gift dikasih gift eyelashes curler dong huhu thank you somethinc,"['senang', 'banget', 'dapat', 'harga', 'promo', 'terus', 'padahal', 'ditulisannya', 'enggak', 'ada', 'bonus', 'gift', 'dikasih', 'gift', 'eyelashes', 'curler', 'dong', 'huhu', 'thank', 'you', 'somethinc']","['senang', 'banget', 'harga', 'promo', 'ditulisannya', 'bonus', 'gift', 'dikasih', 'gift', 'eyelashes', 'curler', 'huhu', 'thank', 'somethinc']","['senang', 'banget', 'harga', 'promo', 'tulis', 'bonus', 'gift', 'kasih', 'gift', 'eyelashes', 'curler', 'huhu', 'thank', 'somethinc']",senang banget harga promo tulis bonus gift kasih gift eyelashes curler huhu thank somethinc,"{'classified_text': 'senang [5] banget harga promo tulis bonus [3] gift kasih gift eyelashes curler huhu thank somethinc', 'tweet_text': ' senang banget harga promo tulis bonus gift kasih gift eyelashes curler huhu thank somethinc', 'sentence_score': ['senang [5] banget harga promo tulis bonus [3] gift kasih gift eyelashes curler huhu thank somethinc'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku kombinasi masalah kulitku kerutan masalah kulitku jerawat masalah kulitku pori besar tipe kulitku sensitif,tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku kombinasi masalah kulitku kerutan masalah kulitku jerawat masalah kulitku pori besar tipe kulitku sensitif,tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku kombinasi masalah kulitku kerutan masalah kulitku jerawat masalah kulitku pori besar tipe kulitku sensitif,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kombinasi', 'kulitku', 'kerutan', 'kulitku', 'jerawat', 'kulitku', 'pori', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'kering', 'tipe', 'kulit', 'normal', 'tipe', 'kulit', 'kombinasi', 'kulit', 'kerut', 'kulit', 'jerawat', 'kulit', 'pori', 'tipe', 'kulit', 'sensitif']",tipe kulit minyak tipe kulit kering tipe kulit normal tipe kulit kombinasi kulit kerut kulit jerawat kulit pori tipe kulit sensitif,"{'classified_text': 'tipe kulit minyak tipe kulit kering tipe kulit normal [-1] tipe kulit kombinasi kulit kerut [-2] kulit jerawat kulit pori tipe kulit sensitif [-2]', 'tweet_text': ' tipe kulit minyak tipe kulit kering tipe kulit normal tipe kulit kombinasi kulit kerut kulit jerawat kulit pori tipe kulit sensitif', 'sentence_score': ['tipe kulit minyak tipe kulit kering tipe kulit normal [-1] tipe kulit kombinasi kulit kerut [-2] kulit jerawat kulit pori tipe kulit sensitif [-2]'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}"
terima kasih 👍🙏,terima kasih,terima kasih,"['terima', 'kasih']","['terima', 'kasih']","['terima', 'kasih']",terima kasih,"{'classified_text': 'terima kasih [4]', 'tweet_text': ' terima kasih', 'sentence_score': ['terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
perfect shade!,perfect shade,perfect shade,"['perfect', 'shade']","['perfect', 'shade']","['perfect', 'shade']",perfect shade,"{'classified_text': 'perfect shade', 'tweet_text': ' perfect shade', 'sentence_score': ['perfect shade'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
"terbaik, favorite 👍",terbaik favorite,terbaik favorite,"['terbaik', 'favorite']","['terbaik', 'favorite']","['baik', 'favorite']",baik favorite,"{'classified_text': 'baik [4] favorite', 'tweet_text': ' baik favorite', 'sentence_score': ['baik [4] favorite'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
"bagus banget, baru seminggu pakai bacne ku mulai hilang. ada purgingnya dia kek bikin bacne mateng dulu gitu abis itu baru ilang, tapi dikit banget isinya baru seminggu habis mungkin karena pakenya terlalu banyak kali ya 😭",bagus banget baru seminggu pakai bacne ku mulai hilang ada purgingnya dia kek bikin bacne mateng dulu gitu abis itu baru ilang tapi dikit banget isinya baru seminggu habis mungkin karena pakenya terlalu banyak kali ya,bagus banget baru seminggu pakai bacne ku mulai hilang ada purgingnya dia kayak bikin bacne mateng dulu begitu habis itu baru hilang tapi dikit banget isinya baru seminggu habis mungkin karena pakenya terlalu banyak kali ya,"['bagus', 'banget', 'baru', 'seminggu', 'pakai', 'bacne', 'ku', 'mulai', 'hilang', 'ada', 'purgingnya', 'dia', 'kayak', 'bikin', 'bacne', 'mateng', 'dulu', 'begitu', 'habis', 'itu', 'baru', 'hilang', 'tapi', 'dikit', 'banget', 'isinya', 'baru', 'seminggu', 'habis', 'mungkin', 'karena', 'pakenya', 'terlalu', 'banyak', 'kali', 'ya']","['bagus', 'banget', 'seminggu', 'pakai', 'bacne', 'ku', 'hilang', 'purgingnya', 'bacne', 'mateng', 'habis', 'hilang', 'dikit', 'banget', 'isinya', 'seminggu', 'habis', 'pakenya']","['bagus', 'banget', 'minggu', 'pakai', 'bacne', 'ku', 'hilang', 'purgingnya', 'bacne', 'mateng', 'habis', 'hilang', 'dikit', 'banget', 'isi', 'minggu', 'habis', 'pakenya']",bagus banget minggu pakai bacne ku hilang purgingnya bacne mateng habis hilang dikit banget isi minggu habis pakenya,"{'classified_text': 'bagus [5] banget minggu pakai bacne ku hilang [-3] purgingnya bacne mateng habis hilang [-3] dikit banget isi minggu habis pakenya', 'tweet_text': ' bagus banget minggu pakai bacne ku hilang purgingnya bacne mateng habis hilang dikit banget isi minggu habis pakenya', 'sentence_score': ['bagus [5] banget minggu pakai bacne ku hilang [-3] purgingnya bacne mateng habis hilang [-3] dikit banget isi minggu habis pakenya'], 'max_positive': 5, 'max_negative': -3, 'kelas': 'positif'}"
nice,nice,nice,['nice'],['nice'],['nice'],nice,"{'classified_text': 'nice', 'tweet_text': ' nice', 'sentence_score': ['nice'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
"tipe kulitku kombinasi

biasanya beli jar baru. baru nyobain ver refilnya
aku cocok bgt. dulu kulitku pernah kering sampe luka yg jadi hitam ketarik kulitnya, pake ini seminggu bener2 sembuh dan bekasnya pudar.",tipe kulitku kombinasi biasanya beli jar baru baru nyobain ver refilnya aku cocok bgt dulu kulitku pernah kering sampe luka yg jadi hitam ketarik kulitnya pake ini seminggu bener sembuh dan bekasnya pudar,tipe kulitku kombinasi biasanya beli jar baru baru mencoba ver refilnya aku cocok banget dulu kulitku pernah kering sampai luka yang jadi hitam tertarik kulitnya pakai ini seminggu benar sembuh dan bekasnya pudar,"['tipe', 'kulitku', 'kombinasi', 'biasanya', 'beli', 'jar', 'baru', 'baru', 'mencoba', 'ver', 'refilnya', 'aku', 'cocok', 'banget', 'dulu', 'kulitku', 'pernah', 'kering', 'sampai', 'luka', 'yang', 'jadi', 'hitam', 'tertarik', 'kulitnya', 'pakai', 'ini', 'seminggu', 'benar', 'sembuh', 'dan', 'bekasnya', 'pudar']","['tipe', 'kulitku', 'kombinasi', 'beli', 'jar', 'mencoba', 'ver', 'refilnya', 'cocok', 'banget', 'kulitku', 'kering', 'luka', 'hitam', 'tertarik', 'kulitnya', 'pakai', 'seminggu', 'sembuh', 'bekasnya', 'pudar']","['tipe', 'kulit', 'kombinasi', 'beli', 'jar', 'coba', 'ver', 'refilnya', 'cocok', 'banget', 'kulit', 'kering', 'luka', 'hitam', 'tarik', 'kulit', 'pakai', 'minggu', 'sembuh', 'bekas', 'pudar']",tipe kulit kombinasi beli jar coba ver refilnya cocok banget kulit kering luka hitam tarik kulit pakai minggu sembuh bekas pudar,"{'classified_text': 'tipe kulit kombinasi beli jar coba ver refilnya cocok [4] banget kulit kering luka [-3] hitam tarik kulit pakai minggu sembuh bekas [-4] pudar', 'tweet_text': ' tipe kulit kombinasi beli jar coba ver refilnya cocok banget kulit kering luka hitam tarik kulit pakai minggu sembuh bekas pudar', 'sentence_score': ['tipe kulit kombinasi beli jar coba ver refilnya cocok [4] banget kulit kering luka [-3] hitam tarik kulit pakai minggu sembuh bekas [-4] pudar'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}"
seneng banget dapet harga 111rb 🤗,seneng banget dapet harga rb,senang banget dapat harga ribu,"['senang', 'banget', 'dapat', 'harga', 'ribu']","['senang', 'banget', 'harga']","['senang', 'banget', 'harga']",senang banget harga,"{'classified_text': 'senang [5] banget harga', 'tweet_text': ' senang banget harga', 'sentence_score': ['senang [5] banget harga'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
"tipe kulitku berminyak masalah kulitku jerawat tipe kulitku sensitif, cocok dengan cleansing dari somethinc.. keren.. tq",tipe kulitku berminyak masalah kulitku jerawat tipe kulitku sensitif cocok dengan cleansing dari somethinc keren tq,tipe kulitku berminyak masalah kulitku jerawat tipe kulitku sensitif cocok dengan cleansing dari somethinc keren terima kasih,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'sensitif', 'cocok', 'dengan', 'cleansing', 'dari', 'somethinc', 'keren', 'terima', 'kasih']","['tipe', 'kulitku', 'berminyak', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'sensitif', 'cocok', 'cleansing', 'somethinc', 'keren', 'terima', 'kasih']","['tipe', 'kulit', 'minyak', 'kulit', 'jerawat', 'tipe', 'kulit', 'sensitif', 'cocok', 'cleansing', 'somethinc', 'keren', 'terima', 'kasih']",tipe kulit minyak kulit jerawat tipe kulit sensitif cocok cleansing somethinc keren terima kasih,"{'classified_text': 'tipe kulit minyak kulit jerawat tipe kulit sensitif [-2] cocok [3] cleansing somethinc keren [4] terima kasih [4]', 'tweet_text': ' tipe kulit minyak kulit jerawat tipe kulit sensitif cocok cleansing somethinc keren terima kasih', 'sentence_score': ['tipe kulit minyak kulit jerawat tipe kulit sensitif [-2] cocok [3] cleansing somethinc keren [4] terima kasih [4]'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}"
tipe kulitku berminyak,tipe kulitku berminyak,tipe kulitku berminyak,"['tipe', 'kulitku', 'berminyak']","['tipe', 'kulitku', 'berminyak']","['tipe', 'kulit', 'minyak']",tipe kulit minyak,"{'classified_text': 'tipe kulit minyak', 'tweet_text': ' tipe kulit minyak', 'sentence_score': ['tipe kulit minyak'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
barang sampai dengan selamat. tapi udah 3x beli disini gak pernah dapet bonus. jadi yg pada dapet bonus tu bener gak ya...,barang sampai dengan selamat tapi udah beli disini gak pernah dapet bonus jadi yg pada dapet bonus tu bener gak ya,barang sampai dengan selamat tapi sudah beli disini enggak pernah dapat bonus jadi yang pada dapat bonus itu benar enggak ya,"['barang', 'sampai', 'dengan', 'selamat', 'tapi', 'sudah', 'beli', 'disini', 'enggak', 'pernah', 'dapat', 'bonus', 'jadi', 'yang', 'pada', 'dapat', 'bonus', 'itu', 'benar', 'enggak', 'ya']","['selamat', 'beli', 'bonus', 'bonus']","['selamat', 'beli', 'bonus', 'bonus']",selamat beli bonus bonus,"{'classified_text': 'selamat [4] beli bonus [3] bonus [4]', 'tweet_text': ' selamat beli bonus bonus', 'sentence_score': ['selamat [4] beli bonus [3] bonus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
tipe kulitku normal,tipe kulitku normal,tipe kulitku normal,"['tipe', 'kulitku', 'normal']","['tipe', 'kulitku', 'normal']","['tipe', 'kulit', 'normal']",tipe kulit normal,"{'classified_text': 'tipe kulit normal [-1]', 'tweet_text': ' tipe kulit normal', 'sentence_score': ['tipe kulit normal [-1]'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
udah cocok..bagus di muka..ngurangin garis halus n kerut,udah cocok bagus di muka ngurangin garis halus kerut,sudah cocok bagus di muka ngurangin garis halus kerut,"['sudah', 'cocok', 'bagus', 'di', 'muka', 'ngurangin', 'garis', 'halus', 'kerut']","['cocok', 'bagus', 'muka', 'ngurangin', 'garis', 'halus', 'kerut']","['cocok', 'bagus', 'muka', 'ngurangin', 'garis', 'halus', 'kerut']",cocok bagus muka ngurangin garis halus kerut,"{'classified_text': 'cocok [3] bagus [5] muka ngurangin garis halus [3] kerut [-2]', 'tweet_text': ' cocok bagus muka ngurangin garis halus kerut', 'sentence_score': ['cocok [3] bagus [5] muka ngurangin garis halus [3] kerut [-2]'], 'max_positive': 5, 'max_negative': -2, 'kelas': 'positif'}"
mantap...... dpt harga diskon. mkasih ya min,mantap dpt harga diskon mkasih ya min,mantap dapat harga diskon terima kasih ya min,"['mantap', 'dapat', 'harga', 'diskon', 'terima', 'kasih', 'ya', 'min']","['mantap', 'harga', 'diskon', 'terima', 'kasih']","['mantap', 'harga', 'diskon', 'terima', 'kasih']",mantap harga diskon terima kasih,"{'classified_text': 'mantap [4] harga diskon terima kasih [4]', 'tweet_text': ' mantap harga diskon terima kasih', 'sentence_score': ['mantap [4] harga diskon terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
tipe kulitku normal tipe kulitku sensitif,tipe kulitku normal tipe kulitku sensitif,tipe kulitku normal tipe kulitku sensitif,"['tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulit', 'normal', 'tipe', 'kulit', 'sensitif']",tipe kulit normal tipe kulit sensitif,"{'classified_text': 'tipe kulit normal [-1] tipe kulit sensitif [-2]', 'tweet_text': ' tipe kulit normal tipe kulit sensitif', 'sentence_score': ['tipe kulit normal [-1] tipe kulit sensitif [-2]'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}"
semoga cocok,semoga cocok,semoga cocok,"['semoga', 'cocok']","['semoga', 'cocok']","['moga', 'cocok']",moga cocok,"{'classified_text': 'moga cocok [3]', 'tweet_text': ' moga cocok', 'sentence_score': ['moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
"pengiriman cepet, bagusss. next order lagiiiii",pengiriman cepet bagusss next order lagiiiii,pengiriman cepat bagus next order lagi,"['pengiriman', 'cepat', 'bagus', 'next', 'order', 'lagi']","['pengiriman', 'cepat', 'bagus', 'next', 'order']","['kirim', 'cepat', 'bagus', 'next', 'order']",kirim cepat bagus next order,"{'classified_text': 'kirim cepat [4] bagus [5] next order', 'tweet_text': ' kirim cepat bagus next order', 'sentence_score': ['kirim cepat [4] bagus [5] next order'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
masalah kulitku jerawat tipe kulitku sensitif. cocok banget,masalah kulitku jerawat tipe kulitku sensitif cocok banget,masalah kulitku jerawat tipe kulitku sensitif cocok banget,"['masalah', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'sensitif', 'cocok', 'banget']","['kulitku', 'jerawat', 'tipe', 'kulitku', 'sensitif', 'cocok', 'banget']","['kulit', 'jerawat', 'tipe', 'kulit', 'sensitif', 'cocok', 'banget']",kulit jerawat tipe kulit sensitif cocok banget,"{'classified_text': 'kulit jerawat tipe kulit sensitif [-2] cocok [4] banget', 'tweet_text': ' kulit jerawat tipe kulit sensitif cocok banget', 'sentence_score': ['kulit jerawat tipe kulit sensitif [-2] cocok [4] banget'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}"
pesanan yg datang sesuai dan tidak bocor.,pesanan yg datang sesuai dan tidak bocor,pesanan yang datang sesuai dan tidak bocor,"['pesanan', 'yang', 'datang', 'sesuai', 'dan', 'tidak', 'bocor']","['pesanan', 'bocor']","['pesan', 'bocor']",pesan bocor,"{'classified_text': 'pesan bocor [-3]', 'tweet_text': ' pesan bocor', 'sentence_score': ['pesan bocor [-3]'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}"
recomended. thx. :),recomended thx,recomended thanks,"['recomended', 'thanks']","['recomended', 'thanks']","['recomended', 'thanks']",recomended thanks,"{'classified_text': 'recomended thanks', 'tweet_text': ' recomended thanks', 'sentence_score': ['recomended thanks'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
"bagus bgt weh sat set tiap pagi, buat aku yang super keringetan ini masih awet sampe malem. ada transfer cuma ga heboh",bagus bgt weh sat set tiap pagi buat aku yang super keringetan ini masih awet sampe malem ada transfer cuma ga heboh,bagus banget weh sat set tiap pagi buat aku yang super keringetan ini masih awet sampai malam ada transfer cuma enggak heboh,"['bagus', 'banget', 'weh', 'sat', 'set', 'tiap', 'pagi', 'buat', 'aku', 'yang', 'super', 'keringetan', 'ini', 'masih', 'awet', 'sampai', 'malam', 'ada', 'transfer', 'cuma', 'enggak', 'heboh']","['bagus', 'banget', 'weh', 'sat', 'set', 'super', 'keringetan', 'awet', 'malam', 'transfer', 'heboh']","['bagus', 'banget', 'weh', 'sat', 'set', 'super', 'keringetan', 'awet', 'malam', 'transfer', 'heboh']",bagus banget weh sat set super keringetan awet malam transfer heboh,"{'classified_text': 'bagus [5] banget weh sat set super [4] keringetan awet malam transfer heboh [2]', 'tweet_text': ' bagus banget weh sat set super keringetan awet malam transfer heboh', 'sentence_score': ['bagus [5] banget weh sat set super [4] keringetan awet malam transfer heboh [2]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
barang bagus pastinya original,barang bagus pastinya original,barang bagus pastinya original,"['barang', 'bagus', 'pastinya', 'original']","['bagus', 'pastinya', 'original']","['bagus', 'pasti', 'original']",bagus pasti original,"{'classified_text': 'bagus [5] pasti original', 'tweet_text': ' bagus pasti original', 'sentence_score': ['bagus [5] pasti original'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
masalah kulitku kerutan tipe kulitku sensitif tipe kulitku kombinasi,masalah kulitku kerutan tipe kulitku sensitif tipe kulitku kombinasi,masalah kulitku kerutan tipe kulitku sensitif tipe kulitku kombinasi,"['masalah', 'kulitku', 'kerutan', 'tipe', 'kulitku', 'sensitif', 'tipe', 'kulitku', 'kombinasi']","['kulitku', 'kerutan', 'tipe', 'kulitku', 'sensitif', 'tipe', 'kulitku', 'kombinasi']","['kulit', 'kerut', 'tipe', 'kulit', 'sensitif', 'tipe', 'kulit', 'kombinasi']",kulit kerut tipe kulit sensitif tipe kulit kombinasi,"{'classified_text': 'kulit kerut [-2] tipe kulit sensitif [-2] tipe kulit kombinasi', 'tweet_text': ' kulit kerut tipe kulit sensitif tipe kulit kombinasi', 'sentence_score': ['kulit kerut [-2] tipe kulit sensitif [-2] tipe kulit kombinasi'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}"
