case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
bahan ringan. smg cocok,bahan ringan smg cocok,bahan ringan semoga cocok,"['bahan', 'ringan', 'semoga', 'cocok']","['bahan', 'ringan', 'semoga', 'cocok']","['bahan', 'ringan', 'moga', 'cocok']",bahan ringan moga cocok,"{'classified_text': 'bahan ringan moga cocok [3]', 'tweet_text': ' bahan ringan moga cocok', 'sentence_score': ['bahan ringan moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",bahan ringan moga cocok [3], bahan ringan moga cocok,['bahan ringan moga cocok [3]'],3,-1,positif
tipe kulitku kombinasi masalah kulitku jerawat masalah kulitku pori besar tipe kulitku sensitif,tipe kulitku kombinasi masalah kulitku jerawat masalah kulitku pori besar tipe kulitku sensitif,tipe kulitku kombinasi masalah kulitku jerawat masalah kulitku pori besar tipe kulitku sensitif,"['tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulitku', 'kombinasi', 'kulitku', 'jerawat', 'kulitku', 'pori', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulit', 'kombinasi', 'kulit', 'jerawat', 'kulit', 'pori', 'tipe', 'kulit', 'sensitif']",tipe kulit kombinasi kulit jerawat kulit pori tipe kulit sensitif,"{'classified_text': 'tipe kulit kombinasi kulit jerawat kulit pori tipe kulit sensitif [-2]', 'tweet_text': ' tipe kulit kombinasi kulit jerawat kulit pori tipe kulit sensitif', 'sentence_score': ['tipe kulit kombinasi kulit jerawat kulit pori tipe kulit sensitif [-2]'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",tipe kulit kombinasi kulit jerawat kulit pori tipe kulit sensitif [-2], tipe kulit kombinasi kulit jerawat kulit pori tipe kulit sensitif,['tipe kulit kombinasi kulit jerawat kulit pori tipe kulit sensitif [-2]'],1,-2,negatif
"tipe kulitku normal tipe kulitku kering, packingnya safety banget, dtgnya cepet, udh jar ke 4 jd udh nyaman aja,, recomended",tipe kulitku normal tipe kulitku kering packingnya safety banget dtgnya cepet udh jar ke jd udh nyaman aja recomended,tipe kulitku normal tipe kulitku kering packingnya safety banget dtgnya cepat sudah jar ke jadi sudah nyaman saja recomended,"['tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kering', 'packingnya', 'safety', 'banget', 'dtgnya', 'cepat', 'sudah', 'jar', 'ke', 'jadi', 'sudah', 'nyaman', 'saja', 'recomended']","['tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kering', 'packingnya', 'safety', 'banget', 'dtgnya', 'cepat', 'jar', 'nyaman', 'recomended']","['tipe', 'kulit', 'normal', 'tipe', 'kulit', 'kering', 'packingnya', 'safety', 'banget', 'dtgnya', 'cepat', 'jar', 'nyaman', 'recomended']",tipe kulit normal tipe kulit kering packingnya safety banget dtgnya cepat jar nyaman recomended,"{'classified_text': 'tipe kulit normal [-1] tipe kulit kering packingnya safety banget dtgnya cepat [4] jar nyaman [4] recomended', 'tweet_text': ' tipe kulit normal tipe kulit kering packingnya safety banget dtgnya cepat jar nyaman recomended', 'sentence_score': ['tipe kulit normal [-1] tipe kulit kering packingnya safety banget dtgnya cepat [4] jar nyaman [4] recomended'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",tipe kulit normal [-1] tipe kulit kering packingnya safety banget dtgnya cepat [4] jar nyaman [4] recomended, tipe kulit normal tipe kulit kering packingnya safety banget dtgnya cepat jar nyaman recomended,['tipe kulit normal [-1] tipe kulit kering packingnya safety banget dtgnya cepat [4] jar nyaman [4] recomended'],4,-1,positif
tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku sensitif under tone kulitku warm tipe kulitku kombinasi under tone kulitku netral under tone kulitku cool,tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku sensitif under tone kulitku warm tipe kulitku kombinasi under tone kulitku netral under tone kulitku cool,tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku sensitif under tone kulitku warm tipe kulitku kombinasi under tone kulitku netral under tone kulitku cool,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'sensitif', 'under', 'tone', 'kulitku', 'warm', 'tipe', 'kulitku', 'kombinasi', 'under', 'tone', 'kulitku', 'netral', 'under', 'tone', 'kulitku', 'cool']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'sensitif', 'under', 'tone', 'kulitku', 'warm', 'tipe', 'kulitku', 'kombinasi', 'under', 'tone', 'kulitku', 'netral', 'under', 'tone', 'kulitku', 'cool']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'kering', 'tipe', 'kulit', 'normal', 'tipe', 'kulit', 'sensitif', 'under', 'tone', 'kulit', 'warm', 'tipe', 'kulit', 'kombinasi', 'under', 'tone', 'kulit', 'netral', 'under', 'tone', 'kulit', 'cool']",tipe kulit minyak tipe kulit kering tipe kulit normal tipe kulit sensitif under tone kulit warm tipe kulit kombinasi under tone kulit netral under tone kulit cool,"{'classified_text': 'tipe kulit minyak tipe kulit kering tipe kulit normal [-1] tipe kulit sensitif [-2] under tone kulit warm tipe kulit kombinasi under tone kulit netral under tone kulit cool', 'tweet_text': ' tipe kulit minyak tipe kulit kering tipe kulit normal tipe kulit sensitif under tone kulit warm tipe kulit kombinasi under tone kulit netral under tone kulit cool', 'sentence_score': ['tipe kulit minyak tipe kulit kering tipe kulit normal [-1] tipe kulit sensitif [-2] under tone kulit warm tipe kulit kombinasi under tone kulit netral under tone kulit cool'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",tipe kulit minyak tipe kulit kering tipe kulit normal [-1] tipe kulit sensitif [-2] under tone kulit warm tipe kulit kombinasi under tone kulit netral under tone kulit cool, tipe kulit minyak tipe kulit kering tipe kulit normal tipe kulit sensitif under tone kulit warm tipe kulit kombinasi under tone kulit netral under tone kulit cool,['tipe kulit minyak tipe kulit kering tipe kulit normal [-1] tipe kulit sensitif [-2] under tone kulit warm tipe kulit kombinasi under tone kulit netral under tone kulit cool'],1,-2,negatif
"murah banget, btw ini dikirim buat ade ya jadi gak ada fotonya, makasih",murah banget btw ini dikirim buat ade ya jadi gak ada fotonya makasih,murah banget btw ini dikirim buat adek ya jadi enggak ada fotonya terima kasih,"['murah', 'banget', 'btw', 'ini', 'dikirim', 'buat', 'adek', 'ya', 'jadi', 'enggak', 'ada', 'fotonya', 'terima', 'kasih']","['murah', 'banget', 'dikirim', 'adek', 'fotonya', 'terima', 'kasih']","['murah', 'banget', 'kirim', 'adek', 'foto', 'terima', 'kasih']",murah banget kirim adek foto terima kasih,"{'classified_text': 'murah [3] banget kirim adek foto terima kasih [4]', 'tweet_text': ' murah banget kirim adek foto terima kasih', 'sentence_score': ['murah [3] banget kirim adek foto terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",murah [3] banget kirim adek foto terima kasih [4], murah banget kirim adek foto terima kasih,['murah [3] banget kirim adek foto terima kasih [4]'],4,-1,positif
masalah kulitku pori besar tipe kulitku kombinasi tipe kulitku normal,masalah kulitku pori besar tipe kulitku kombinasi tipe kulitku normal,masalah kulitku pori besar tipe kulitku kombinasi tipe kulitku normal,"['masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'normal']","['kulitku', 'pori', 'tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'normal']","['kulit', 'pori', 'tipe', 'kulit', 'kombinasi', 'tipe', 'kulit', 'normal']",kulit pori tipe kulit kombinasi tipe kulit normal,"{'classified_text': 'kulit pori tipe kulit kombinasi tipe kulit normal [-1]', 'tweet_text': ' kulit pori tipe kulit kombinasi tipe kulit normal', 'sentence_score': ['kulit pori tipe kulit kombinasi tipe kulit normal [-1]'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",kulit pori tipe kulit kombinasi tipe kulit normal [-1], kulit pori tipe kulit kombinasi tipe kulit normal,['kulit pori tipe kulit kombinasi tipe kulit normal [-1]'],1,-1,netral
"tipe kulitku kering, lumayan enak ga terlalu berat diwajah setelah make moist. terus ada efek tone up nya juga omagaa, untuk efek mencerahkan nya pas rutin pemakaian yaa",tipe kulitku kering lumayan enak ga terlalu berat diwajah setelah make moist terus ada efek tone up nya juga omagaa untuk efek mencerahkan nya pas rutin pemakaian yaa,tipe kulitku kering lumayan enak enggak terlalu berat diwajah setelah memakai moist terus ada efek tone up nya juga omagaa untuk efek mencerahkan nya pas rutin pemakaian ya,"['tipe', 'kulitku', 'kering', 'lumayan', 'enak', 'enggak', 'terlalu', 'berat', 'diwajah', 'setelah', 'memakai', 'moist', 'terus', 'ada', 'efek', 'tone', 'up', 'nya', 'juga', 'omagaa', 'untuk', 'efek', 'mencerahkan', 'nya', 'pas', 'rutin', 'pemakaian', 'ya']","['tipe', 'kulitku', 'kering', 'lumayan', 'diwajah', 'memakai', 'moist', 'efek', 'tone', 'up', 'omagaa', 'efek', 'mencerahkan', 'rutin', 'pemakaian']","['tipe', 'kulit', 'kering', 'lumayan', 'wajah', 'pakai', 'moist', 'efek', 'tone', 'up', 'omagaa', 'efek', 'cerah', 'rutin', 'pakai']",tipe kulit kering lumayan wajah pakai moist efek tone up omagaa efek cerah rutin pakai,"{'classified_text': 'tipe kulit kering lumayan [2] wajah pakai moist efek tone up omagaa efek cerah [4] rutin pakai', 'tweet_text': ' tipe kulit kering lumayan wajah pakai moist efek tone up omagaa efek cerah rutin pakai', 'sentence_score': ['tipe kulit kering lumayan [2] wajah pakai moist efek tone up omagaa efek cerah [4] rutin pakai'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",tipe kulit kering lumayan [2] wajah pakai moist efek tone up omagaa efek cerah [4] rutin pakai, tipe kulit kering lumayan wajah pakai moist efek tone up omagaa efek cerah rutin pakai,['tipe kulit kering lumayan [2] wajah pakai moist efek tone up omagaa efek cerah [4] rutin pakai'],4,-1,positif
sesuai deskripsi,sesuai deskripsi,sesuai deskripsi,"['sesuai', 'deskripsi']",['deskripsi'],['deskripsi'],deskripsi,"{'classified_text': 'deskripsi', 'tweet_text': ' deskripsi', 'sentence_score': ['deskripsi'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",deskripsi, deskripsi,['deskripsi'],1,-1,netral
tipe kulitku berminyak masalah kulitku pori besar masalah kulitku jerawat,tipe kulitku berminyak masalah kulitku pori besar masalah kulitku jerawat,tipe kulitku berminyak masalah kulitku pori besar masalah kulitku jerawat,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'pori', 'besar', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulitku', 'berminyak', 'kulitku', 'pori', 'kulitku', 'jerawat']","['tipe', 'kulit', 'minyak', 'kulit', 'pori', 'kulit', 'jerawat']",tipe kulit minyak kulit pori kulit jerawat,"{'classified_text': 'tipe kulit minyak kulit pori kulit jerawat', 'tweet_text': ' tipe kulit minyak kulit pori kulit jerawat', 'sentence_score': ['tipe kulit minyak kulit pori kulit jerawat'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulit minyak kulit pori kulit jerawat, tipe kulit minyak kulit pori kulit jerawat,['tipe kulit minyak kulit pori kulit jerawat'],1,-1,netral
yaeaayy dpt 2 harga murmer,yaeaayy dpt harga murmer,yaeaayy dapat harga murah meriah,"['yaeaayy', 'dapat', 'harga', 'murah', 'meriah']","['yaeaayy', 'harga', 'murah', 'meriah']","['yaeaayy', 'harga', 'murah', 'riah']",yaeaayy harga murah riah,"{'classified_text': 'yaeaayy harga murah [2] riah', 'tweet_text': ' yaeaayy harga murah riah', 'sentence_score': ['yaeaayy harga murah [2] riah'], 'max_positive': 2, 'max_negative': -1, 'kelas': 'positif'}",yaeaayy harga murah [2] riah, yaeaayy harga murah riah,['yaeaayy harga murah [2] riah'],2,-1,positif
"makasih banyak cocok banget sabunnya gabikin kering tapi bersihh. packing aman dan sampai selamat, thanks azarine💚",makasih banyak cocok banget sabunnya gabikin kering tapi bersihh packing aman dan sampai selamat thanks azarine,terima kasih banyak cocok banget sabunnya gabikin kering tapi bersihh packing aman dan sampai selamat thanks azarine,"['terima', 'kasih', 'banyak', 'cocok', 'banget', 'sabunnya', 'gabikin', 'kering', 'tapi', 'bersihh', 'packing', 'aman', 'dan', 'sampai', 'selamat', 'thanks', 'azarine']","['terima', 'kasih', 'cocok', 'banget', 'sabunnya', 'gabikin', 'kering', 'bersihh', 'packing', 'aman', 'selamat', 'thanks', 'azarine']","['terima', 'kasih', 'cocok', 'banget', 'sabun', 'gabikin', 'kering', 'bersihh', 'packing', 'aman', 'selamat', 'thanks', 'azarine']",terima kasih cocok banget sabun gabikin kering bersihh packing aman selamat thanks azarine,"{'classified_text': 'terima kasih [4] cocok [5] banget sabun gabikin kering bersihh packing aman [4] selamat [5] thanks azarine', 'tweet_text': ' terima kasih cocok banget sabun gabikin kering bersihh packing aman selamat thanks azarine', 'sentence_score': ['terima kasih [4] cocok [5] banget sabun gabikin kering bersihh packing aman [4] selamat [5] thanks azarine'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4] cocok [5] banget sabun gabikin kering bersihh packing aman [4] selamat [5] thanks azarine, terima kasih cocok banget sabun gabikin kering bersihh packing aman selamat thanks azarine,['terima kasih [4] cocok [5] banget sabun gabikin kering bersihh packing aman [4] selamat [5] thanks azarine'],5,-1,positif
"baru pertama coba, dan udah dipake beberapa hari, sunscreennya bagus banget cocok buat acne face kuu! ga lengket sama sekali💚",baru pertama coba dan udah dipake beberapa hari sunscreennya bagus banget cocok buat acne face kuu ga lengket sama sekali,baru pertama coba dan sudah dipakai beberapa hari sunscreennya bagus banget cocok buat acne face ku enggak lengket sama sekali,"['baru', 'pertama', 'coba', 'dan', 'sudah', 'dipakai', 'beberapa', 'hari', 'sunscreennya', 'bagus', 'banget', 'cocok', 'buat', 'acne', 'face', 'ku', 'enggak', 'lengket', 'sama', 'sekali']","['coba', 'dipakai', 'sunscreennya', 'bagus', 'banget', 'cocok', 'acne', 'face', 'ku', 'lengket']","['coba', 'pakai', 'sunscreennya', 'bagus', 'banget', 'cocok', 'acne', 'face', 'ku', 'lengket']",coba pakai sunscreennya bagus banget cocok acne face ku lengket,"{'classified_text': 'coba pakai sunscreennya bagus [5] banget cocok [4] acne face ku lengket', 'tweet_text': ' coba pakai sunscreennya bagus banget cocok acne face ku lengket', 'sentence_score': ['coba pakai sunscreennya bagus [5] banget cocok [4] acne face ku lengket'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",coba pakai sunscreennya bagus [5] banget cocok [4] acne face ku lengket, coba pakai sunscreennya bagus banget cocok acne face ku lengket,['coba pakai sunscreennya bagus [5] banget cocok [4] acne face ku lengket'],5,-1,positif
"love banget makasih azarine, tadinya beli karena dapet pc tapi ternyata emang bagus banget velvety lippie cream nyaa, dan walau ga cocok warm tone ,ini bagus banget di akuu🥰",love banget makasih azarine tadinya beli karena dapet pc tapi ternyata emang bagus banget velvety lippie cream nyaa dan walau ga cocok warm tone ini bagus banget di akuu,love banget terima kasih azarine tadinya beli karena dapat pc tapi ternyata memang bagus banget velvety lippie cream nya dan walau enggak cocok warm tone ini bagus banget di aku,"['love', 'banget', 'terima', 'kasih', 'azarine', 'tadinya', 'beli', 'karena', 'dapat', 'pc', 'tapi', 'ternyata', 'memang', 'bagus', 'banget', 'velvety', 'lippie', 'cream', 'nya', 'dan', 'walau', 'enggak', 'cocok', 'warm', 'tone', 'ini', 'bagus', 'banget', 'di', 'aku']","['love', 'banget', 'terima', 'kasih', 'azarine', 'beli', 'pc', 'bagus', 'banget', 'velvety', 'lippie', 'cream', 'cocok', 'warm', 'tone', 'bagus', 'banget']","['love', 'banget', 'terima', 'kasih', 'azarine', 'beli', 'pc', 'bagus', 'banget', 'velvety', 'lippie', 'cream', 'cocok', 'warm', 'tone', 'bagus', 'banget']",love banget terima kasih azarine beli pc bagus banget velvety lippie cream cocok warm tone bagus banget,"{'classified_text': 'love banget terima kasih [4] azarine beli pc bagus [5] banget velvety lippie cream cocok [3] warm tone bagus [5] banget', 'tweet_text': ' love banget terima kasih azarine beli pc bagus banget velvety lippie cream cocok warm tone bagus banget', 'sentence_score': ['love banget terima kasih [4] azarine beli pc bagus [5] banget velvety lippie cream cocok [3] warm tone bagus [5] banget'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",love banget terima kasih [4] azarine beli pc bagus [5] banget velvety lippie cream cocok [3] warm tone bagus [5] banget, love banget terima kasih azarine beli pc bagus banget velvety lippie cream cocok warm tone bagus banget,['love banget terima kasih [4] azarine beli pc bagus [5] banget velvety lippie cream cocok [3] warm tone bagus [5] banget'],5,-1,positif
pertama kali coba elum tau si,pertama kali coba elum tau si,pertama kali coba elum tau sih,"['pertama', 'kali', 'coba', 'elum', 'tau', 'sih']","['coba', 'elum']","['coba', 'elum']",coba elum,"{'classified_text': 'coba elum', 'tweet_text': ' coba elum', 'sentence_score': ['coba elum'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",coba elum, coba elum,['coba elum'],1,-1,netral
seperti sunscreen pada umunya si,seperti sunscreen pada umunya si,seperti sunscreen pada umunya sih,"['seperti', 'sunscreen', 'pada', 'umunya', 'sih']","['sunscreen', 'umunya']","['sunscreen', 'umu']",sunscreen umu,"{'classified_text': 'sunscreen umu', 'tweet_text': ' sunscreen umu', 'sentence_score': ['sunscreen umu'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",sunscreen umu, sunscreen umu,['sunscreen umu'],1,-1,netral
tipe kulitku normal masalah kulitku pori besar,tipe kulitku normal masalah kulitku pori besar,tipe kulitku normal masalah kulitku pori besar,"['tipe', 'kulitku', 'normal', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulitku', 'normal', 'kulitku', 'pori']","['tipe', 'kulit', 'normal', 'kulit', 'pori']",tipe kulit normal kulit pori,"{'classified_text': 'tipe kulit normal [-1] kulit pori', 'tweet_text': ' tipe kulit normal kulit pori', 'sentence_score': ['tipe kulit normal [-1] kulit pori'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulit normal [-1] kulit pori, tipe kulit normal kulit pori,['tipe kulit normal [-1] kulit pori'],1,-1,netral
cocok untuk tipe kulit kombinasi,cocok untuk tipe kulit kombinasi,cocok untuk tipe kulit kombinasi,"['cocok', 'untuk', 'tipe', 'kulit', 'kombinasi']","['cocok', 'tipe', 'kulit', 'kombinasi']","['cocok', 'tipe', 'kulit', 'kombinasi']",cocok tipe kulit kombinasi,"{'classified_text': 'cocok [3] tipe kulit kombinasi', 'tweet_text': ' cocok tipe kulit kombinasi', 'sentence_score': ['cocok [3] tipe kulit kombinasi'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] tipe kulit kombinasi, cocok tipe kulit kombinasi,['cocok [3] tipe kulit kombinasi'],3,-1,positif
"cocok d kulit ku yang berminyak dh beli yang kesekian kalinya,ini pas banget lagi diskon gede jd gasss deh co",cocok kulit ku yang berminyak dh beli yang kesekian kalinya ini pas banget lagi diskon gede jd gasss deh co,cocok kulit ku yang berminyak dah beli yang kesekian kalinya ini pas banget lagi diskon gede jadi gas deh checkout,"['cocok', 'kulit', 'ku', 'yang', 'berminyak', 'dah', 'beli', 'yang', 'kesekian', 'kalinya', 'ini', 'pas', 'banget', 'lagi', 'diskon', 'gede', 'jadi', 'gas', 'deh', 'checkout']","['cocok', 'kulit', 'ku', 'berminyak', 'beli', 'kesekian', 'kalinya', 'banget', 'diskon', 'gede', 'gas', 'checkout']","['cocok', 'kulit', 'ku', 'minyak', 'beli', 'sekian', 'kali', 'banget', 'diskon', 'gede', 'gas', 'checkout']",cocok kulit ku minyak beli sekian kali banget diskon gede gas checkout,"{'classified_text': 'cocok [3] kulit ku minyak beli sekian kali banget diskon gede gas checkout', 'tweet_text': ' cocok kulit ku minyak beli sekian kali banget diskon gede gas checkout', 'sentence_score': ['cocok [3] kulit ku minyak beli sekian kali banget diskon gede gas checkout'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] kulit ku minyak beli sekian kali banget diskon gede gas checkout, cocok kulit ku minyak beli sekian kali banget diskon gede gas checkout,['cocok [3] kulit ku minyak beli sekian kali banget diskon gede gas checkout'],3,-1,positif
tdk bikin kering tp g bkn lbh lembab jg mksdny g ky pk lipbalm.warnany jd agak pink orange d bibir. bibir atas yg gelap g begitu ketutup sih  tp ada warna pink2ny. pengiriman cepat dan bentuknya lucu ukuran pas utk dbawa d tas,tdk bikin kering tp bkn lbh lembab jg mksdny ky pk lipbalm warnany jd agak pink orange bibir bibir atas yg gelap begitu ketutup sih tp ada warna pinkny pengiriman cepat dan bentuknya lucu ukuran pas utk dbawa tas,tidak bikin kering tapi bukan lebih lembab juga maksudnya kaya pakai lipbalm warnanya jadi agak pink orange bibir bibir atas yang gelap begitu ketutup sih tapi ada warna pinkny pengiriman cepat dan bentuknya lucu ukuran pas untuk dibawa tas,"['tidak', 'bikin', 'kering', 'tapi', 'bukan', 'lebih', 'lembab', 'juga', 'maksudnya', 'kaya', 'pakai', 'lipbalm', 'warnanya', 'jadi', 'agak', 'pink', 'orange', 'bibir', 'bibir', 'atas', 'yang', 'gelap', 'begitu', 'ketutup', 'sih', 'tapi', 'ada', 'warna', 'pinkny', 'pengiriman', 'cepat', 'dan', 'bentuknya', 'lucu', 'ukuran', 'pas', 'untuk', 'dibawa', 'tas']","['kering', 'lembab', 'maksudnya', 'kaya', 'pakai', 'lipbalm', 'warnanya', 'pink', 'orange', 'bibir', 'bibir', 'gelap', 'ketutup', 'warna', 'pinkny', 'pengiriman', 'cepat', 'bentuknya', 'lucu', 'ukuran', 'dibawa', 'tas']","['kering', 'lembab', 'maksud', 'kaya', 'pakai', 'lipbalm', 'warna', 'pink', 'orange', 'bibir', 'bibir', 'gelap', 'tutup', 'warna', 'pinkny', 'kirim', 'cepat', 'bentuk', 'lucu', 'ukur', 'bawa', 'tas']",kering lembab maksud kaya pakai lipbalm warna pink orange bibir bibir gelap tutup warna pinkny kirim cepat bentuk lucu ukur bawa tas,"{'classified_text': 'kering lembab maksud kaya [3] pakai lipbalm warna pink orange bibir bibir gelap [-2] tutup warna pinkny kirim cepat [4] bentuk lucu [4] ukur bawa tas', 'tweet_text': ' kering lembab maksud kaya pakai lipbalm warna pink orange bibir bibir gelap tutup warna pinkny kirim cepat bentuk lucu ukur bawa tas', 'sentence_score': ['kering lembab maksud kaya [3] pakai lipbalm warna pink orange bibir bibir gelap [-2] tutup warna pinkny kirim cepat [4] bentuk lucu [4] ukur bawa tas'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}",kering lembab maksud kaya [3] pakai lipbalm warna pink orange bibir bibir gelap [-2] tutup warna pinkny kirim cepat [4] bentuk lucu [4] ukur bawa tas, kering lembab maksud kaya pakai lipbalm warna pink orange bibir bibir gelap tutup warna pinkny kirim cepat bentuk lucu ukur bawa tas,['kering lembab maksud kaya [3] pakai lipbalm warna pink orange bibir bibir gelap [-2] tutup warna pinkny kirim cepat [4] bentuk lucu [4] ukur bawa tas'],4,-2,positif
belum dicoba semoga cocok untuk kulit saya yg sudah berumur 50 an,belum dicoba semoga cocok untuk kulit saya yg sudah berumur an,belum dicoba semoga cocok untuk kulit saya yang sudah berumur an,"['belum', 'dicoba', 'semoga', 'cocok', 'untuk', 'kulit', 'saya', 'yang', 'sudah', 'berumur', 'an']","['dicoba', 'semoga', 'cocok', 'kulit', 'berumur']","['coba', 'moga', 'cocok', 'kulit', 'umur']",coba moga cocok kulit umur,"{'classified_text': 'coba moga cocok [3] kulit umur', 'tweet_text': ' coba moga cocok kulit umur', 'sentence_score': ['coba moga cocok [3] kulit umur'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",coba moga cocok [3] kulit umur, coba moga cocok kulit umur,['coba moga cocok [3] kulit umur'],3,-1,positif
gak sebesar yang di gambar ya.. kecil banget isi nya kayak 50 ml haha,gak sebesar yang di gambar ya kecil banget isi nya kayak ml,enggak sebesar yang di gambar ya kecil banget isi nya kayak ml,"['enggak', 'sebesar', 'yang', 'di', 'gambar', 'ya', 'kecil', 'banget', 'isi', 'nya', 'kayak', 'ml']","['gambar', 'banget', 'isi', 'ml']","['gambar', 'banget', 'isi', 'ml']",gambar banget isi ml,"{'classified_text': 'gambar banget isi ml', 'tweet_text': ' gambar banget isi ml', 'sentence_score': ['gambar banget isi ml'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",gambar banget isi ml, gambar banget isi ml,['gambar banget isi ml'],1,-1,netral
andalan banget perlindungan utama nih,andalan banget perlindungan utama nih,andalan banget perlindungan utama nih,"['andalan', 'banget', 'perlindungan', 'utama', 'nih']","['andalan', 'banget', 'perlindungan']","['andal', 'banget', 'lindung']",andal banget lindung,"{'classified_text': 'andal banget lindung', 'tweet_text': ' andal banget lindung', 'sentence_score': ['andal banget lindung'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",andal banget lindung, andal banget lindung,['andal banget lindung'],1,-1,netral
pokoknya puas nyampe cepet banget gila,pokoknya puas nyampe cepet banget gila,pokoknya puas sampai cepat banget gila,"['pokoknya', 'puas', 'sampai', 'cepat', 'banget', 'gila']","['pokoknya', 'puas', 'cepat', 'banget', 'gila']","['pokok', 'puas', 'cepat', 'banget', 'gila']",pokok puas cepat banget gila,"{'classified_text': 'pokok puas [3] cepat [6] banget gila [6]', 'tweet_text': ' pokok puas cepat banget gila', 'sentence_score': ['pokok puas [3] cepat [6] banget gila [6]'], 'max_positive': 6, 'max_negative': -1, 'kelas': 'positif'}",pokok puas [3] cepat [6] banget gila [6], pokok puas cepat banget gila,['pokok puas [3] cepat [6] banget gila [6]'],6,-1,positif
"semoga cocok dan dapat harga lumayan lah. kalau suka, beli lagi.",semoga cocok dan dapat harga lumayan lah kalau suka beli lagi,semoga cocok dan dapat harga lumayan lah kalau suka beli lagi,"['semoga', 'cocok', 'dan', 'dapat', 'harga', 'lumayan', 'lah', 'kalau', 'suka', 'beli', 'lagi']","['semoga', 'cocok', 'harga', 'lumayan', 'suka', 'beli']","['moga', 'cocok', 'harga', 'lumayan', 'suka', 'beli']",moga cocok harga lumayan suka beli,"{'classified_text': 'moga cocok [3] harga lumayan [2] suka [5] beli', 'tweet_text': ' moga cocok harga lumayan suka beli', 'sentence_score': ['moga cocok [3] harga lumayan [2] suka [5] beli'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",moga cocok [3] harga lumayan [2] suka [5] beli, moga cocok harga lumayan suka beli,['moga cocok [3] harga lumayan [2] suka [5] beli'],5,-1,positif
barang sesuai pesanan,barang sesuai pesanan,barang sesuai pesanan,"['barang', 'sesuai', 'pesanan']",['pesanan'],['pesan'],pesan,"{'classified_text': 'pesan', 'tweet_text': ' pesan', 'sentence_score': ['pesan'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",pesan, pesan,['pesan'],1,-1,netral
