case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
"tekstur nya lebih cair dari yang biasanya saya beli, jadi meragukan padahal beli di official store,menurut saya kalau tekstur secair ini tidak cocok dengan kemasan tube, karena produk nya akan keluar terlalu banyak dan jadi nya pemakaian boros 😅

kalo kata cs nya penurusan viskositas, brrti penurusan kualitas dong ya, masa baru buka sudah penurusan viskositas 😅",tekstur nya lebih cair dari yang biasanya saya beli jadi meragukan padahal beli di official store menurut saya kalau tekstur secair ini tidak cocok dengan kemasan tube karena produk nya akan keluar terlalu banyak dan jadi nya pemakaian boros kalo kata cs nya penurusan viskositas brrti penurusan kualitas dong ya masa baru buka sudah penurusan viskositas,tekstur nya lebih cair dari yang biasanya saya beli jadi meragukan padahal beli di official store menurut saya kalau tekstur secair ini tidak cocok dengan kemasan tube karena produk nya akan keluar terlalu banyak dan jadi nya pemakaian boros kalo kata customer service nya penurusan viskositas berarti penurusan kualitas dong ya masa baru buka sudah penurusan viskositas,"['tekstur', 'nya', 'lebih', 'cair', 'dari', 'yang', 'biasanya', 'saya', 'beli', 'jadi', 'meragukan', 'padahal', 'beli', 'di', 'official', 'store', 'menurut', 'saya', 'kalau', 'tekstur', 'secair', 'ini', 'tidak', 'cocok', 'dengan', 'kemasan', 'tube', 'karena', 'produk', 'nya', 'akan', 'keluar', 'terlalu', 'banyak', 'dan', 'jadi', 'nya', 'pemakaian', 'boros', 'kalo', 'kata', 'customer', 'service', 'nya', 'penurusan', 'viskositas', 'berarti', 'penurusan', 'kualitas', 'dong', 'ya', 'masa', 'baru', 'buka', 'sudah', 'penurusan', 'viskositas']","['tekstur', 'cair', 'beli', 'meragukan', 'beli', 'official', 'store', 'tekstur', 'secair', 'cocok', 'kemasan', 'tube', 'produk', 'pemakaian', 'boros', 'customer', 'service', 'penurusan', 'viskositas', 'penurusan', 'kualitas', 'buka', 'penurusan', 'viskositas']","['tekstur', 'cair', 'beli', 'ragu', 'beli', 'official', 'store', 'tekstur', 'cair', 'cocok', 'kemas', 'tube', 'produk', 'pakai', 'boros', 'customer', 'service', 'turus', 'viskositas', 'turus', 'kualitas', 'buka', 'turus', 'viskositas']",tekstur cair beli ragu beli official store tekstur cair cocok kemas tube produk pakai boros customer service turus viskositas turus kualitas buka turus viskositas,"{'classified_text': 'tekstur cair beli ragu beli official store tekstur cair cocok [3] kemas tube produk pakai boros [-4] customer service turus viskositas turus kualitas buka turus viskositas', 'tweet_text': ' tekstur cair beli ragu beli official store tekstur cair cocok kemas tube produk pakai boros customer service turus viskositas turus kualitas buka turus viskositas', 'sentence_score': ['tekstur cair beli ragu beli official store tekstur cair cocok [3] kemas tube produk pakai boros [-4] customer service turus viskositas turus kualitas buka turus viskositas'], 'max_positive': 3, 'max_negative': -4, 'kelas': 'negatif'}",tekstur cair beli ragu beli official store tekstur cair cocok [3] kemas tube produk pakai boros [-4] customer service turus viskositas turus kualitas buka turus viskositas, tekstur cair beli ragu beli official store tekstur cair cocok kemas tube produk pakai boros customer service turus viskositas turus kualitas buka turus viskositas,['tekstur cair beli ragu beli official store tekstur cair cocok [3] kemas tube produk pakai boros [-4] customer service turus viskositas turus kualitas buka turus viskositas'],3,-4,negatif
packingnya aman,packingnya aman,packingnya aman,"['packingnya', 'aman']","['packingnya', 'aman']","['packingnya', 'aman']",packingnya aman,"{'classified_text': 'packingnya aman [4]', 'tweet_text': ' packingnya aman', 'sentence_score': ['packingnya aman [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",packingnya aman [4], packingnya aman,['packingnya aman [4]'],4,-1,positif
pengiriman lama bgt hampir seminggu,pengiriman lama bgt hampir seminggu,pengiriman lama banget hampir seminggu,"['pengiriman', 'lama', 'banget', 'hampir', 'seminggu']","['pengiriman', 'banget', 'seminggu']","['kirim', 'banget', 'minggu']",kirim banget minggu,"{'classified_text': 'kirim banget minggu', 'tweet_text': ' kirim banget minggu', 'sentence_score': ['kirim banget minggu'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",kirim banget minggu, kirim banget minggu,['kirim banget minggu'],1,-1,netral
"bahannya ringan, lembab, cocok di aku yg kulit kering 🫶",bahannya ringan lembab cocok di aku yg kulit kering,bahannya ringan lembab cocok di aku yang kulit kering,"['bahannya', 'ringan', 'lembab', 'cocok', 'di', 'aku', 'yang', 'kulit', 'kering']","['bahannya', 'ringan', 'lembab', 'cocok', 'kulit', 'kering']","['bahan', 'ringan', 'lembab', 'cocok', 'kulit', 'kering']",bahan ringan lembab cocok kulit kering,"{'classified_text': 'bahan ringan lembab cocok [3] kulit kering', 'tweet_text': ' bahan ringan lembab cocok kulit kering', 'sentence_score': ['bahan ringan lembab cocok [3] kulit kering'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",bahan ringan lembab cocok [3] kulit kering, bahan ringan lembab cocok kulit kering,['bahan ringan lembab cocok [3] kulit kering'],3,-1,positif
beli serum hyaluron ke sekian kali krn cocok bikin kulit lbh lembab 💓 makasih cermin nya kakk,beli serum hyaluron ke sekian kali krn cocok bikin kulit lbh lembab makasih cermin nya kakk,beli serum hyaluron ke sekian kali karena cocok bikin kulit lebih lembab terima kasih cermin nya kak,"['beli', 'serum', 'hyaluron', 'ke', 'sekian', 'kali', 'karena', 'cocok', 'bikin', 'kulit', 'lebih', 'lembab', 'terima', 'kasih', 'cermin', 'nya', 'kak']","['beli', 'serum', 'hyaluron', 'sekian', 'cocok', 'kulit', 'lembab', 'terima', 'kasih', 'cermin']","['beli', 'serum', 'hyaluron', 'sekian', 'cocok', 'kulit', 'lembab', 'terima', 'kasih', 'cermin']",beli serum hyaluron sekian cocok kulit lembab terima kasih cermin,"{'classified_text': 'beli serum hyaluron sekian cocok [3] kulit lembab terima kasih [4] cermin', 'tweet_text': ' beli serum hyaluron sekian cocok kulit lembab terima kasih cermin', 'sentence_score': ['beli serum hyaluron sekian cocok [3] kulit lembab terima kasih [4] cermin'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",beli serum hyaluron sekian cocok [3] kulit lembab terima kasih [4] cermin, beli serum hyaluron sekian cocok kulit lembab terima kasih cermin,['beli serum hyaluron sekian cocok [3] kulit lembab terima kasih [4] cermin'],4,-1,positif
udh lama pake avoskin dan kali ini nyoba toner ysb vit c utk.pertama kali. semoga cocok. makasih bonusnya kak 🤗,udh lama pake avoskin dan kali ini nyoba toner ysb vit utk pertama kali semoga cocok makasih bonusnya kak,sudah lama pakai avoskin dan kali ini mencoba toner ysb vit untuk pertama kali semoga cocok terima kasih bonusnya kak,"['sudah', 'lama', 'pakai', 'avoskin', 'dan', 'kali', 'ini', 'mencoba', 'toner', 'ysb', 'vit', 'untuk', 'pertama', 'kali', 'semoga', 'cocok', 'terima', 'kasih', 'bonusnya', 'kak']","['pakai', 'avoskin', 'mencoba', 'toner', 'ysb', 'vit', 'semoga', 'cocok', 'terima', 'kasih', 'bonusnya']","['pakai', 'avoskin', 'coba', 'toner', 'ysb', 'vit', 'moga', 'cocok', 'terima', 'kasih', 'bonus']",pakai avoskin coba toner ysb vit moga cocok terima kasih bonus,"{'classified_text': 'pakai avoskin coba toner ysb vit moga cocok [3] terima kasih [4] bonus [4]', 'tweet_text': ' pakai avoskin coba toner ysb vit moga cocok terima kasih bonus', 'sentence_score': ['pakai avoskin coba toner ysb vit moga cocok [3] terima kasih [4] bonus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",pakai avoskin coba toner ysb vit moga cocok [3] terima kasih [4] bonus [4], pakai avoskin coba toner ysb vit moga cocok terima kasih bonus,['pakai avoskin coba toner ysb vit moga cocok [3] terima kasih [4] bonus [4]'],4,-1,positif
cocok di kulit. pengirimannya lama,cocok di kulit pengirimannya lama,cocok di kulit pengirimannya lama,"['cocok', 'di', 'kulit', 'pengirimannya', 'lama']","['cocok', 'kulit', 'pengirimannya']","['cocok', 'kulit', 'kirim']",cocok kulit kirim,"{'classified_text': 'cocok [3] kulit kirim', 'tweet_text': ' cocok kulit kirim', 'sentence_score': ['cocok [3] kulit kirim'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] kulit kirim, cocok kulit kirim,['cocok [3] kulit kirim'],3,-1,positif
akhirnyaa tibaa jugaa. dan dikasih free pouch pulaa. kebetulan banget lagi butuh pouch buat skinker. ahh happy banget. makasii yaa,akhirnyaa tibaa jugaa dan dikasih free pouch pulaa kebetulan banget lagi butuh pouch buat skinker ahh happy banget makasii yaa,akhirnya tiba juga dan dikasih free pouch pula kebetulan banget lagi butuh pouch buat skinker ah happy banget terima kasih ya,"['akhirnya', 'tiba', 'juga', 'dan', 'dikasih', 'free', 'pouch', 'pula', 'kebetulan', 'banget', 'lagi', 'butuh', 'pouch', 'buat', 'skinker', 'ah', 'happy', 'banget', 'terima', 'kasih', 'ya']","['dikasih', 'pouch', 'banget', 'butuh', 'pouch', 'skinker', 'happy', 'banget', 'terima', 'kasih']","['kasih', 'pouch', 'banget', 'butuh', 'pouch', 'skinker', 'happy', 'banget', 'terima', 'kasih']",kasih pouch banget butuh pouch skinker happy banget terima kasih,"{'classified_text': 'kasih pouch banget butuh pouch skinker happy banget terima kasih [4]', 'tweet_text': ' kasih pouch banget butuh pouch skinker happy banget terima kasih', 'sentence_score': ['kasih pouch banget butuh pouch skinker happy banget terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",kasih pouch banget butuh pouch skinker happy banget terima kasih [4], kasih pouch banget butuh pouch skinker happy banget terima kasih,['kasih pouch banget butuh pouch skinker happy banget terima kasih [4]'],4,-1,positif
sayang tidak cocok di kulit sensitif saya. bikin kulit kering & kasar.,sayang tidak cocok di kulit sensitif saya bikin kulit kering kasar,sayang tidak cocok di kulit sensitif saya bikin kulit kering kasar,"['sayang', 'tidak', 'cocok', 'di', 'kulit', 'sensitif', 'saya', 'bikin', 'kulit', 'kering', 'kasar']","['sayang', 'cocok', 'kulit', 'sensitif', 'kulit', 'kering', 'kasar']","['sayang', 'cocok', 'kulit', 'sensitif', 'kulit', 'kering', 'kasar']",sayang cocok kulit sensitif kulit kering kasar,"{'classified_text': 'sayang [4] cocok [4] kulit sensitif [-2] kulit kering kasar [-3]', 'tweet_text': ' sayang cocok kulit sensitif kulit kering kasar', 'sentence_score': ['sayang [4] cocok [4] kulit sensitif [-2] kulit kering kasar [-3]'], 'max_positive': 4, 'max_negative': -3, 'kelas': 'positif'}",sayang [4] cocok [4] kulit sensitif [-2] kulit kering kasar [-3], sayang cocok kulit sensitif kulit kering kasar,['sayang [4] cocok [4] kulit sensitif [-2] kulit kering kasar [-3]'],4,-3,positif
"baru mau coba semoga cocok
packing aman",baru mau coba semoga cocok packing aman,baru mau coba semoga cocok packing aman,"['baru', 'mau', 'coba', 'semoga', 'cocok', 'packing', 'aman']","['coba', 'semoga', 'cocok', 'packing', 'aman']","['coba', 'moga', 'cocok', 'packing', 'aman']",coba moga cocok packing aman,"{'classified_text': 'coba moga cocok [3] packing aman [4]', 'tweet_text': ' coba moga cocok packing aman', 'sentence_score': ['coba moga cocok [3] packing aman [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",coba moga cocok [3] packing aman [4], coba moga cocok packing aman,['coba moga cocok [3] packing aman [4]'],4,-1,positif
baru ini mau coba tonernyaa semoga cocokj,baru ini mau coba tonernyaa semoga cocokj,baru ini mau coba tonernya semoga cocok,"['baru', 'ini', 'mau', 'coba', 'tonernya', 'semoga', 'cocok']","['coba', 'tonernya', 'semoga', 'cocok']","['coba', 'tonernya', 'moga', 'cocok']",coba tonernya moga cocok,"{'classified_text': 'coba tonernya moga cocok [3]', 'tweet_text': ' coba tonernya moga cocok', 'sentence_score': ['coba tonernya moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",coba tonernya moga cocok [3], coba tonernya moga cocok,['coba tonernya moga cocok [3]'],3,-1,positif
"pesan tgl 17, sampe tgl 29. gk tau alasannya apa. bukan jadwal payday, bukan double date jg. bintang 2 untuk kurir pilihannya toko.",pesan tgl sampe tgl gk tau alasannya apa bukan jadwal payday bukan double date jg bintang untuk kurir pilihannya toko,pesan tanggal sampai tanggal enggak tau alasannya apa bukan jadwal payday bukan double date juga bintang untuk kurir pilihannya toko,"['pesan', 'tanggal', 'sampai', 'tanggal', 'enggak', 'tau', 'alasannya', 'apa', 'bukan', 'jadwal', 'payday', 'bukan', 'double', 'date', 'juga', 'bintang', 'untuk', 'kurir', 'pilihannya', 'toko']","['pesan', 'alasannya', 'jadwal', 'payday', 'double', 'date', 'bintang', 'kurir', 'pilihannya', 'toko']","['pesan', 'alas', 'jadwal', 'payday', 'double', 'date', 'bintang', 'kurir', 'pilih', 'toko']",pesan alas jadwal payday double date bintang kurir pilih toko,"{'classified_text': 'pesan alas jadwal payday double date bintang kurir pilih toko', 'tweet_text': ' pesan alas jadwal payday double date bintang kurir pilih toko', 'sentence_score': ['pesan alas jadwal payday double date bintang kurir pilih toko'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",pesan alas jadwal payday double date bintang kurir pilih toko, pesan alas jadwal payday double date bintang kurir pilih toko,['pesan alas jadwal payday double date bintang kurir pilih toko'],1,-1,netral
"baru kali ini ada produk retinol yg sekalian niacinamide. konsistensinya lebih kental dari toner biasa, saya sempet salah tuang ke kapas sebelum diusap ke muka.
saya suka produk ini dari pada serum, karena kayak meresap banget gitu tidak bikin kulit saya kayak berminyak. yg pasti sih belum ada perubahan signifikan yah krn masih seminggu pemakaian, tapi lumayan ada pengelupasan dikiiit banget di kulit saya, which is good karena saya pakai retinol untuk mempercepat peluruhan kulit mati supaya kulit terlihat kenyal.
yg paling suka adalah perbaikan dari botolnya (saya pernah mereview botol yg dulu), sudah ada tutup kedua yg nempel sehingga produk tidak tumpah sewaktu dibawa traveling. good job.",baru kali ini ada produk retinol yg sekalian niacinamide konsistensinya lebih kental dari toner biasa saya sempet salah tuang ke kapas sebelum diusap ke muka saya suka produk ini dari pada serum karena kayak meresap banget gitu tidak bikin kulit saya kayak berminyak yg pasti sih belum ada perubahan signifikan yah krn masih seminggu pemakaian tapi lumayan ada pengelupasan dikiiit banget di kulit saya which is good karena saya pakai retinol untuk mempercepat peluruhan kulit mati supaya kulit terlihat kenyal yg paling suka adalah perbaikan dari botolnya saya pernah mereview botol yg dulu sudah ada tutup kedua yg nempel sehingga produk tidak tumpah sewaktu dibawa traveling good job,baru kali ini ada produk retinol yang sekalian niacinamide konsistensinya lebih kental dari toner biasa saya sempat salah tuang ke kapas sebelum diusap ke muka saya suka produk ini dari pada serum karena kayak meresap banget begitu tidak bikin kulit saya kayak berminyak yang pasti sih belum ada perubahan signifikan ya karena masih seminggu pemakaian tapi lumayan ada pengelupasan sedikit banget di kulit saya which is good karena saya pakai retinol untuk mempercepat peluruhan kulit mati supaya kulit terlihat kenyal yang paling suka adalah perbaikan dari botolnya saya pernah mereview botol yang dulu sudah ada tutup kedua yang menempel sehingga produk tidak tumpah sewaktu dibawa traveling good job,"['baru', 'kali', 'ini', 'ada', 'produk', 'retinol', 'yang', 'sekalian', 'niacinamide', 'konsistensinya', 'lebih', 'kental', 'dari', 'toner', 'biasa', 'saya', 'sempat', 'salah', 'tuang', 'ke', 'kapas', 'sebelum', 'diusap', 'ke', 'muka', 'saya', 'suka', 'produk', 'ini', 'dari', 'pada', 'serum', 'karena', 'kayak', 'meresap', 'banget', 'begitu', 'tidak', 'bikin', 'kulit', 'saya', 'kayak', 'berminyak', 'yang', 'pasti', 'sih', 'belum', 'ada', 'perubahan', 'signifikan', 'ya', 'karena', 'masih', 'seminggu', 'pemakaian', 'tapi', 'lumayan', 'ada', 'pengelupasan', 'sedikit', 'banget', 'di', 'kulit', 'saya', 'which', 'is', 'good', 'karena', 'saya', 'pakai', 'retinol', 'untuk', 'mempercepat', 'peluruhan', 'kulit', 'mati', 'supaya', 'kulit', 'terlihat', 'kenyal', 'yang', 'paling', 'suka', 'adalah', 'perbaikan', 'dari', 'botolnya', 'saya', 'pernah', 'mereview', 'botol', 'yang', 'dulu', 'sudah', 'ada', 'tutup', 'kedua', 'yang', 'menempel', 'sehingga', 'produk', 'tidak', 'tumpah', 'sewaktu', 'dibawa', 'traveling', 'good', 'job']","['produk', 'retinol', 'niacinamide', 'konsistensinya', 'kental', 'toner', 'tuang', 'kapas', 'diusap', 'muka', 'suka', 'produk', 'serum', 'meresap', 'banget', 'kulit', 'berminyak', 'perubahan', 'signifikan', 'seminggu', 'pemakaian', 'lumayan', 'pengelupasan', 'banget', 'kulit', 'which', 'pakai', 'retinol', 'mempercepat', 'peluruhan', 'kulit', 'mati', 'kulit', 'kenyal', 'suka', 'perbaikan', 'botolnya', 'mereview', 'botol', 'tutup', 'menempel', 'produk', 'tumpah', 'dibawa', 'traveling', 'job']","['produk', 'retinol', 'niacinamide', 'konsistensi', 'kental', 'toner', 'tuang', 'kapas', 'usap', 'muka', 'suka', 'produk', 'serum', 'resap', 'banget', 'kulit', 'minyak', 'ubah', 'signifikan', 'minggu', 'pakai', 'lumayan', 'kelupas', 'banget', 'kulit', 'which', 'pakai', 'retinol', 'cepat', 'peluruh', 'kulit', 'mati', 'kulit', 'kenyal', 'suka', 'baik', 'botol', 'mereview', 'botol', 'tutup', 'tempel', 'produk', 'tumpah', 'bawa', 'traveling', 'job']",produk retinol niacinamide konsistensi kental toner tuang kapas usap muka suka produk serum resap banget kulit minyak ubah signifikan minggu pakai lumayan kelupas banget kulit which pakai retinol cepat peluruh kulit mati kulit kenyal suka baik botol mereview botol tutup tempel produk tumpah bawa traveling job,"{'classified_text': 'produk retinol niacinamide konsistensi kental toner tuang kapas usap muka suka [4] produk serum resap banget kulit minyak ubah signifikan minggu pakai lumayan [2] kelupas banget kulit which pakai retinol cepat [4] peluruh kulit mati [-3] kulit kenyal suka [4] baik [5] botol mereview botol tutup tempel produk tumpah bawa traveling job', 'tweet_text': ' produk retinol niacinamide konsistensi kental toner tuang kapas usap muka suka produk serum resap banget kulit minyak ubah signifikan minggu pakai lumayan kelupas banget kulit which pakai retinol cepat peluruh kulit mati kulit kenyal suka baik botol mereview botol tutup tempel produk tumpah bawa traveling job', 'sentence_score': ['produk retinol niacinamide konsistensi kental toner tuang kapas usap muka suka [4] produk serum resap banget kulit minyak ubah signifikan minggu pakai lumayan [2] kelupas banget kulit which pakai retinol cepat [4] peluruh kulit mati [-3] kulit kenyal suka [4] baik [5] botol mereview botol tutup tempel produk tumpah bawa traveling job'], 'max_positive': 5, 'max_negative': -3, 'kelas': 'positif'}",produk retinol niacinamide konsistensi kental toner tuang kapas usap muka suka [4] produk serum resap banget kulit minyak ubah signifikan minggu pakai lumayan [2] kelupas banget kulit which pakai retinol cepat [4] peluruh kulit mati [-3] kulit kenyal suka [4] baik [5] botol mereview botol tutup tempel produk tumpah bawa traveling job, produk retinol niacinamide konsistensi kental toner tuang kapas usap muka suka produk serum resap banget kulit minyak ubah signifikan minggu pakai lumayan kelupas banget kulit which pakai retinol cepat peluruh kulit mati kulit kenyal suka baik botol mereview botol tutup tempel produk tumpah bawa traveling job,['produk retinol niacinamide konsistensi kental toner tuang kapas usap muka suka [4] produk serum resap banget kulit minyak ubah signifikan minggu pakai lumayan [2] kelupas banget kulit which pakai retinol cepat [4] peluruh kulit mati [-3] kulit kenyal suka [4] baik [5] botol mereview botol tutup tempel produk tumpah bawa traveling job'],5,-3,positif
"saya beri review segini krn belum lama dipakai, nanti kalau sudah seminggu akan saya perbarui reviewnya.",saya beri review segini krn belum lama dipakai nanti kalau sudah seminggu akan saya perbarui reviewnya,saya beri review segini karena belum lama dipakai nanti kalau sudah seminggu akan saya perbarui reviewnya,"['saya', 'beri', 'review', 'segini', 'karena', 'belum', 'lama', 'dipakai', 'nanti', 'kalau', 'sudah', 'seminggu', 'akan', 'saya', 'perbarui', 'reviewnya']","['review', 'segini', 'dipakai', 'seminggu', 'perbarui', 'reviewnya']","['review', 'gin', 'pakai', 'minggu', 'baru', 'reviewnya']",review gin pakai minggu baru reviewnya,"{'classified_text': 'review gin pakai minggu baru reviewnya', 'tweet_text': ' review gin pakai minggu baru reviewnya', 'sentence_score': ['review gin pakai minggu baru reviewnya'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",review gin pakai minggu baru reviewnya, review gin pakai minggu baru reviewnya,['review gin pakai minggu baru reviewnya'],1,-1,netral
ini mantul bangeeeeet,ini mantul bangeeeeet,ini mantul banget,"['ini', 'mantul', 'banget']","['mantul', 'banget']","['mantul', 'banget']",mantul banget,"{'classified_text': 'mantul banget', 'tweet_text': ' mantul banget', 'sentence_score': ['mantul banget'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",mantul banget, mantul banget,['mantul banget'],1,-1,netral
"alhamdulillaah, packingan bagus tanpa plastik. cocok dikulit wajah sya. beli saat ada diskon/voucher hehehe.....",alhamdulillaah packingan bagus tanpa plastik cocok dikulit wajah sya beli saat ada diskon voucher,alhamdulillaah packingan bagus tanpa plastik cocok dikulit wajah saya beli saat ada diskon voucher,"['alhamdulillaah', 'packingan', 'bagus', 'tanpa', 'plastik', 'cocok', 'dikulit', 'wajah', 'saya', 'beli', 'saat', 'ada', 'diskon', 'voucher']","['alhamdulillaah', 'packingan', 'bagus', 'plastik', 'cocok', 'dikulit', 'beli', 'diskon', 'voucher']","['alhamdulillaah', 'packingan', 'bagus', 'plastik', 'cocok', 'kulit', 'beli', 'diskon', 'voucher']",alhamdulillaah packingan bagus plastik cocok kulit beli diskon voucher,"{'classified_text': 'alhamdulillaah packingan bagus [4] plastik cocok [3] kulit beli diskon voucher', 'tweet_text': ' alhamdulillaah packingan bagus plastik cocok kulit beli diskon voucher', 'sentence_score': ['alhamdulillaah packingan bagus [4] plastik cocok [3] kulit beli diskon voucher'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",alhamdulillaah packingan bagus [4] plastik cocok [3] kulit beli diskon voucher, alhamdulillaah packingan bagus plastik cocok kulit beli diskon voucher,['alhamdulillaah packingan bagus [4] plastik cocok [3] kulit beli diskon voucher'],4,-1,positif
dapet harga clearance tp expired masih 0625 tuh seneng banget yaa thx avoskin,dapet harga clearance tp expired masih tuh seneng banget yaa thx avoskin,dapat harga clearance tapi expired masih tuh senang banget ya thanks avoskin,"['dapat', 'harga', 'clearance', 'tapi', 'expired', 'masih', 'tuh', 'senang', 'banget', 'ya', 'thanks', 'avoskin']","['harga', 'clearance', 'expired', 'senang', 'banget', 'thanks', 'avoskin']","['harga', 'clearance', 'expired', 'senang', 'banget', 'thanks', 'avoskin']",harga clearance expired senang banget thanks avoskin,"{'classified_text': 'harga clearance expired senang [5] banget thanks avoskin', 'tweet_text': ' harga clearance expired senang banget thanks avoskin', 'sentence_score': ['harga clearance expired senang [5] banget thanks avoskin'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",harga clearance expired senang [5] banget thanks avoskin, harga clearance expired senang banget thanks avoskin,['harga clearance expired senang [5] banget thanks avoskin'],5,-1,positif
terima kasih.,terima kasih,terima kasih,"['terima', 'kasih']","['terima', 'kasih']","['terima', 'kasih']",terima kasih,"{'classified_text': 'terima kasih [4]', 'tweet_text': ' terima kasih', 'sentence_score': ['terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4], terima kasih,['terima kasih [4]'],4,-1,positif
2 kalinya beli serum ini 😍,kalinya beli serum ini,kalinya beli serum ini,"['kalinya', 'beli', 'serum', 'ini']","['kalinya', 'beli', 'serum']","['kali', 'beli', 'serum']",kali beli serum,"{'classified_text': 'kali beli serum', 'tweet_text': ' kali beli serum', 'sentence_score': ['kali beli serum'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",kali beli serum, kali beli serum,['kali beli serum'],1,-1,netral
"bagus barangnya, recomended...",bagus barangnya recomended,bagus barangnya recomended,"['bagus', 'barangnya', 'recomended']","['bagus', 'barangnya', 'recomended']","['bagus', 'barang', 'recomended']",bagus barang recomended,"{'classified_text': 'bagus [4] barang recomended', 'tweet_text': ' bagus barang recomended', 'sentence_score': ['bagus [4] barang recomended'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",bagus [4] barang recomended, bagus barang recomended,['bagus [4] barang recomended'],4,-1,positif
"bahan ringan, gampang menyerap",bahan ringan gampang menyerap,bahan ringan gampang menyerap,"['bahan', 'ringan', 'gampang', 'menyerap']","['bahan', 'ringan', 'gampang', 'menyerap']","['bahan', 'ringan', 'gampang', 'serap']",bahan ringan gampang serap,"{'classified_text': 'bahan ringan gampang serap', 'tweet_text': ' bahan ringan gampang serap', 'sentence_score': ['bahan ringan gampang serap'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",bahan ringan gampang serap, bahan ringan gampang serap,['bahan ringan gampang serap'],1,-1,netral
terimakasih atas pelayanan dan bantuan maksimal dari toko. hingga barang sampai dgn selamat.,terimakasih atas pelayanan dan bantuan maksimal dari toko hingga barang sampai dgn selamat,terima kasih atas pelayanan dan bantuan maksimal dari toko hingga barang sampai dengan selamat,"['terima', 'kasih', 'atas', 'pelayanan', 'dan', 'bantuan', 'maksimal', 'dari', 'toko', 'hingga', 'barang', 'sampai', 'dengan', 'selamat']","['terima', 'kasih', 'pelayanan', 'bantuan', 'maksimal', 'toko', 'selamat']","['terima', 'kasih', 'layan', 'bantu', 'maksimal', 'toko', 'selamat']",terima kasih layan bantu maksimal toko selamat,"{'classified_text': 'terima kasih [4] layan bantu maksimal toko selamat [4]', 'tweet_text': ' terima kasih layan bantu maksimal toko selamat', 'sentence_score': ['terima kasih [4] layan bantu maksimal toko selamat [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4] layan bantu maksimal toko selamat [4], terima kasih layan bantu maksimal toko selamat,['terima kasih [4] layan bantu maksimal toko selamat [4]'],4,-1,positif
