case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma,sentimen
bru nyoba,bru nyoba,baru mencoba,"['baru', 'mencoba']","['baru', 'mencoba']","['baru', 'coba']",baru coba,positif
cocokkk sekaliii,cocokkk sekaliii,cocok sekali,"['cocok', 'sekali']","['cocok', 'sekali']","['cocok', 'sekali']",cocok sekali,positif
lucuuu bangett kacanyaaa😫💗 pdhl cuma beli 1 tp dpt kacaa makasii avoskinn semoga cocok serumnyaa🫶🏻,lucuuu bangett kacanyaaa pdhl cuma beli tp dpt kacaa makasii avoskinn semoga cocok serumnyaa,lucu banget kacanya padahal cuma beli tapi dapat kaca terima kasih avoskinn semoga cocok serumnya,"['lucu', 'banget', 'kacanya', 'padahal', 'cuma', 'beli', 'tapi', 'dapat', 'kaca', 'terima', 'kasih', 'avoskinn', 'semoga', 'cocok', 'serumnya']","['lucu', 'banget', 'kacanya', 'padahal', 'cuma', 'beli', 'kaca', 'terima', 'kasih', 'avoskinn', 'semoga', 'cocok', 'serumnya']","['lucu', 'banget', 'kaca', 'padahal', 'cuma', 'beli', 'kaca', 'terima', 'kasih', 'avoskinn', 'moga', 'cocok', 'serum']",lucu banget kaca padahal cuma beli kaca terima kasih avoskinn moga cocok serum,positif
"agak lama tapi gapapa emang jauh dan mungkin lagi banyak pesanan, bonus kaca wkwk",agak lama tapi gapapa emang jauh dan mungkin lagi banyak pesanan bonus kaca,agak lama tapi gapapa memang jauh dan mungkin lagi banyak pesanan bonus kaca,"['agak', 'lama', 'tapi', 'gapapa', 'memang', 'jauh', 'dan', 'mungkin', 'lagi', 'banyak', 'pesanan', 'bonus', 'kaca']","['lama', 'gapapa', 'memang', 'jauh', 'mungkin', 'banyak', 'pesanan', 'bonus', 'kaca']","['lama', 'gapapa', 'memang', 'jauh', 'mungkin', 'banyak', 'pesan', 'bonus', 'kaca']",lama gapapa memang jauh mungkin banyak pesan bonus kaca,positif
agak kecewa krna penutup di dlmnya yg seprti biasa gk ada..jdi nempel di penutup luar.. namun terima kasih atas bonus kacanya..,agak kecewa krna penutup di dlmnya yg seprti biasa gk ada jdi nempel di penutup luar namun terima kasih atas bonus kacanya,agak kecewa karena penutup di dalamnya yang seprti biasa enggak ada jadi menempel di penutup luar namun terima kasih atas bonus kacanya,"['agak', 'kecewa', 'karena', 'penutup', 'di', 'dalamnya', 'yang', 'seprti', 'biasa', 'enggak', 'ada', 'jadi', 'menempel', 'di', 'penutup', 'luar', 'namun', 'terima', 'kasih', 'atas', 'bonus', 'kacanya']","['kecewa', 'penutup', 'dalamnya', 'seprti', 'biasa', 'enggak', 'jadi', 'menempel', 'penutup', 'luar', 'terima', 'kasih', 'atas', 'bonus', 'kacanya']","['kecewa', 'tutup', 'dalam', 'seprti', 'biasa', 'enggak', 'jadi', 'tempel', 'tutup', 'luar', 'terima', 'kasih', 'atas', 'bonus', 'kaca']",kecewa tutup dalam seprti biasa enggak jadi tempel tutup luar terima kasih atas bonus kaca,positif
"baru pertama coba, smg cocok utk kulitku. packing super amaaan 👍🏻👍🏻. makasih utk bonus cermin lipatnya 🥰🥰  semoga tambah berkah",baru pertama coba smg cocok utk kulitku packing super amaaan makasih utk bonus cermin lipatnya semoga tambah berkah,baru pertama coba semoga cocok untuk kulitku packing super aman terima kasih untuk bonus cermin lipatnya semoga tambah berkah,"['baru', 'pertama', 'coba', 'semoga', 'cocok', 'untuk', 'kulitku', 'packing', 'super', 'aman', 'terima', 'kasih', 'untuk', 'bonus', 'cermin', 'lipatnya', 'semoga', 'tambah', 'berkah']","['baru', 'pertama', 'coba', 'semoga', 'cocok', 'kulitku', 'packing', 'super', 'aman', 'terima', 'kasih', 'bonus', 'cermin', 'lipatnya', 'semoga', 'tambah', 'berkah']","['baru', 'pertama', 'coba', 'moga', 'cocok', 'kulit', 'packing', 'super', 'aman', 'terima', 'kasih', 'bonus', 'cermin', 'lipat', 'moga', 'tambah', 'berkah']",baru pertama coba moga cocok kulit packing super aman terima kasih bonus cermin lipat moga tambah berkah,positif
"baru pertama coba, semoga cocok utk kulitku. pengemasan amaan banget, dobel dg kardus & paper wrap 👍🏻👍🏻 lama pengiriman tmsk wajar, 2 hari jogja-bdg. thanks udh dikasih bonus jg ❤️❤️❤️ smg berkah",baru pertama coba semoga cocok utk kulitku pengemasan amaan banget dobel dg kardus paper wrap lama pengiriman tmsk wajar hari jogja bdg thanks udh dikasih bonus jg smg berkah,baru pertama coba semoga cocok untuk kulitku pengemasan amaan banget dobel dengan kardus paper wrap lama pengiriman termasuk wajar hari jogja bdg thanks sudah dikasih bonus juga semoga berkah,"['baru', 'pertama', 'coba', 'semoga', 'cocok', 'untuk', 'kulitku', 'pengemasan', 'amaan', 'banget', 'dobel', 'dengan', 'kardus', 'paper', 'wrap', 'lama', 'pengiriman', 'termasuk', 'wajar', 'hari', 'jogja', 'bdg', 'thanks', 'sudah', 'dikasih', 'bonus', 'juga', 'semoga', 'berkah']","['baru', 'pertama', 'coba', 'semoga', 'cocok', 'kulitku', 'pengemasan', 'amaan', 'banget', 'dobel', 'kardus', 'paper', 'wrap', 'lama', 'pengiriman', 'termasuk', 'wajar', 'hari', 'jogja', 'bdg', 'thanks', 'dikasih', 'bonus', 'semoga', 'berkah']","['baru', 'pertama', 'coba', 'moga', 'cocok', 'kulit', 'emas', 'ama', 'banget', 'dobel', 'kardus', 'paper', 'wrap', 'lama', 'kirim', 'masuk', 'wajar', 'hari', 'jogja', 'bdg', 'thanks', 'kasih', 'bonus', 'moga', 'berkah']",baru pertama coba moga cocok kulit emas ama banget dobel kardus paper wrap lama kirim masuk wajar hari jogja bdg thanks kasih bonus moga berkah,positif
"seminggu baru sampe! 😂 begini nih, kalo belanja akhir tahun. anyway thank you for the gift 🙏",seminggu baru sampe begini nih kalo belanja akhir tahun anyway thank you for the gift,seminggu baru sampai begini nih kalo belanja akhir tahun anyway thank you for the gift,"['seminggu', 'baru', 'sampai', 'begini', 'nih', 'kalo', 'belanja', 'akhir', 'tahun', 'anyway', 'thank', 'you', 'for', 'the', 'gift']","['seminggu', 'baru', 'begini', 'nih', 'kalo', 'belanja', 'akhir', 'tahun', 'anyway', 'thank', 'you', 'for', 'the', 'gift']","['minggu', 'baru', 'begini', 'nih', 'kalo', 'belanja', 'akhir', 'tahun', 'anyway', 'thank', 'you', 'for', 'the', 'gift']",minggu baru begini nih kalo belanja akhir tahun anyway thank you for the gift,positif
peket terlama yg pernah aku terima. beli 16 des sampai 30 des. hayoo berapa hari itu lamanya ? 😄,peket terlama yg pernah aku terima beli des sampai des hayoo berapa hari itu lamanya,paket terlama yang pernah aku terima beli des sampai des hayo berapa hari itu lamanya,"['paket', 'terlama', 'yang', 'pernah', 'aku', 'terima', 'beli', 'des', 'sampai', 'des', 'hayo', 'berapa', 'hari', 'itu', 'lamanya']","['paket', 'terlama', 'pernah', 'aku', 'terima', 'beli', 'des', 'des', 'hayo', 'berapa', 'hari', 'lamanya']","['paket', 'lama', 'pernah', 'aku', 'terima', 'beli', 'des', 'des', 'hayo', 'berapa', 'hari', 'lama']",paket lama pernah aku terima beli des des hayo berapa hari lama,positif
semoga bagusss bulu mataku yaa,semoga bagusss bulu mataku yaa,semoga bagus bulu mataku ya,"['semoga', 'bagus', 'bulu', 'mataku', 'ya']","['semoga', 'bagus', 'bulu', 'mataku']","['moga', 'bagus', 'bulu', 'mata']",moga bagus bulu mata,positif
produk bagus dan cocok untuk melembabkan bibir kering. pengiriman aman dan cepat.,produk bagus dan cocok untuk melembabkan bibir kering pengiriman aman dan cepat,produk bagus dan cocok untuk melembabkan bibir kering pengiriman aman dan cepat,"['produk', 'bagus', 'dan', 'cocok', 'untuk', 'melembabkan', 'bibir', 'kering', 'pengiriman', 'aman', 'dan', 'cepat']","['produk', 'bagus', 'cocok', 'melembabkan', 'bibir', 'kering', 'pengiriman', 'aman', 'cepat']","['produk', 'bagus', 'cocok', 'melembabkan', 'bibir', 'kering', 'kirim', 'aman', 'cepat']",produk bagus cocok melembabkan bibir kering kirim aman cepat,positif
"oke juga, cocok buat kulit",oke juga cocok buat kulit,oke juga cocok buat kulit,"['oke', 'juga', 'cocok', 'buat', 'kulit']","['oke', 'cocok', 'buat', 'kulit']","['oke', 'cocok', 'buat', 'kulit']",oke cocok buat kulit,positif
ihiww dpt bonus akhir taun! thank you,ihiww dpt bonus akhir taun thank you,ihiww dapat bonus akhir tahun thank you,"['ihiww', 'dapat', 'bonus', 'akhir', 'tahun', 'thank', 'you']","['ihiww', 'bonus', 'akhir', 'tahun', 'thank', 'you']","['ihiww', 'bonus', 'akhir', 'tahun', 'thank', 'you']",ihiww bonus akhir tahun thank you,positif
pengiriman lama,pengiriman lama,pengiriman lama,"['pengiriman', 'lama']","['pengiriman', 'lama']","['kirim', 'lama']",kirim lama,positif
"baru pertama kali coba, pengiriman aman dan dapat free cermin.
makasih avoskin :)",baru pertama kali coba pengiriman aman dan dapat free cermin makasih avoskin,baru pertama kali coba pengiriman aman dan dapat free cermin terima kasih avoskin,"['baru', 'pertama', 'kali', 'coba', 'pengiriman', 'aman', 'dan', 'dapat', 'free', 'cermin', 'terima', 'kasih', 'avoskin']","['baru', 'pertama', 'kali', 'coba', 'pengiriman', 'aman', 'free', 'cermin', 'terima', 'kasih', 'avoskin']","['baru', 'pertama', 'kali', 'coba', 'kirim', 'aman', 'free', 'cermin', 'terima', 'kasih', 'avoskin']",baru pertama kali coba kirim aman free cermin terima kasih avoskin,positif
sampai dengan aman. dan bahagianya dapet bonus setelah jadi pelanggan dan lebih dari 10 kali beli. thankyuu avoo,sampai dengan aman dan bahagianya dapet bonus setelah jadi pelanggan dan lebih dari kali beli thankyuu avoo,sampai dengan aman dan bahagianya dapat bonus setelah jadi pelanggan dan lebih dari kali beli thank you avoo,"['sampai', 'dengan', 'aman', 'dan', 'bahagianya', 'dapat', 'bonus', 'setelah', 'jadi', 'pelanggan', 'dan', 'lebih', 'dari', 'kali', 'beli', 'thank', 'you', 'avoo']","['aman', 'bahagianya', 'bonus', 'jadi', 'pelanggan', 'lebih', 'kali', 'beli', 'thank', 'you', 'avoo']","['aman', 'bahagia', 'bonus', 'jadi', 'langgan', 'lebih', 'kali', 'beli', 'thank', 'you', 'avoo']",aman bahagia bonus jadi langgan lebih kali beli thank you avoo,positif
"8 hari nunggu lama bgt. aq kira pengiriman dr jakarta timur, ternyata dr jawa timur. semoga cocok baru pertama pakai beli yg travel size dlu. pengemasan aman",hari nunggu lama bgt aq kira pengiriman dr jakarta timur ternyata dr jawa timur semoga cocok baru pertama pakai beli yg travel size dlu pengemasan aman,hari menunggu lama banget aku kira pengiriman dari jakarta timur ternyata dari jawa timur semoga cocok baru pertama pakai beli yang travel size dulu pengemasan aman,"['hari', 'menunggu', 'lama', 'banget', 'aku', 'kira', 'pengiriman', 'dari', 'jakarta', 'timur', 'ternyata', 'dari', 'jawa', 'timur', 'semoga', 'cocok', 'baru', 'pertama', 'pakai', 'beli', 'yang', 'travel', 'size', 'dulu', 'pengemasan', 'aman']","['hari', 'menunggu', 'lama', 'banget', 'aku', 'kira', 'pengiriman', 'jakarta', 'timur', 'ternyata', 'jawa', 'timur', 'semoga', 'cocok', 'baru', 'pertama', 'pakai', 'beli', 'travel', 'size', 'dulu', 'pengemasan', 'aman']","['hari', 'tunggu', 'lama', 'banget', 'aku', 'kira', 'kirim', 'jakarta', 'timur', 'nyata', 'jawa', 'timur', 'moga', 'cocok', 'baru', 'pertama', 'pakai', 'beli', 'travel', 'size', 'dulu', 'emas', 'aman']",hari tunggu lama banget aku kira kirim jakarta timur nyata jawa timur moga cocok baru pertama pakai beli travel size dulu emas aman,positif
"skin type: kombinasi
skin concern: kulit kusam, tekstur kasar, penuaan

barusan dipakai buat malam ini. tekstur kental berwarna bening. tidak berbau. diusapkan ke wajah butuh beberapa kali sampai akhirnya menyerap. belum tau efek ke muka gimana mesti nunggu besok pagi. overall oke👌",skin type kombinasi skin concern kulit kusam tekstur kasar penuaan barusan dipakai buat malam ini tekstur kental berwarna bening tidak berbau diusapkan ke wajah butuh beberapa kali sampai akhirnya menyerap belum tau efek ke muka gimana mesti nunggu besok pagi overall oke,skin type kombinasi skin concern kulit kusam tekstur kasar penuaan barusan dipakai buat malam ini tekstur kental berwarna bening tidak berbau diusapkan ke wajah butuh beberapa kali sampai akhirnya menyerap belum tau efek ke muka bagaimana mesti menunggu besok pagi overall oke,"['skin', 'type', 'kombinasi', 'skin', 'concern', 'kulit', 'kusam', 'tekstur', 'kasar', 'penuaan', 'barusan', 'dipakai', 'buat', 'malam', 'ini', 'tekstur', 'kental', 'berwarna', 'bening', 'tidak', 'berbau', 'diusapkan', 'ke', 'wajah', 'butuh', 'beberapa', 'kali', 'sampai', 'akhirnya', 'menyerap', 'belum', 'tau', 'efek', 'ke', 'muka', 'bagaimana', 'mesti', 'menunggu', 'besok', 'pagi', 'overall', 'oke']","['skin', 'type', 'kombinasi', 'skin', 'concern', 'kulit', 'kusam', 'tekstur', 'kasar', 'penuaan', 'barusan', 'dipakai', 'buat', 'malam', 'tekstur', 'kental', 'berwarna', 'bening', 'tidak', 'berbau', 'diusapkan', 'wajah', 'butuh', 'beberapa', 'kali', 'akhirnya', 'menyerap', 'belum', 'tau', 'efek', 'muka', 'bagaimana', 'mesti', 'menunggu', 'besok', 'pagi', 'overall', 'oke']","['skin', 'type', 'kombinasi', 'skin', 'concern', 'kulit', 'kusam', 'tekstur', 'kasar', 'tua', 'barusan', 'pakai', 'buat', 'malam', 'tekstur', 'kental', 'warna', 'bening', 'tidak', 'bau', 'usap', 'wajah', 'butuh', 'beberapa', 'kali', 'akhir', 'serap', 'belum', 'tau', 'efek', 'muka', 'bagaimana', 'mesti', 'tunggu', 'besok', 'pagi', 'overall', 'oke']",skin type kombinasi skin concern kulit kusam tekstur kasar tua barusan pakai buat malam tekstur kental warna bening tidak bau usap wajah butuh beberapa kali akhir serap belum tau efek muka bagaimana mesti tunggu besok pagi overall oke,positif
seneng bgt iseng war dapet harga 20k doang. belom pernah coba dan belom bisa coba karena lagi menyusui (katanya ga recommended dipake bumil busui). semoga cocok. thank you avoskin!,seneng bgt iseng war dapet harga doang belom pernah coba dan belom bisa coba karena lagi menyusui katanya ga recommended dipake bumil busui semoga cocok thank you avoskin,senang banget iseng war dapat harga doang belum pernah coba dan belum bisa coba karena lagi menyusui katanya enggak recommended dipakai bumil busui semoga cocok thank you avoskin,"['senang', 'banget', 'iseng', 'war', 'dapat', 'harga', 'doang', 'belum', 'pernah', 'coba', 'dan', 'belum', 'bisa', 'coba', 'karena', 'lagi', 'menyusui', 'katanya', 'enggak', 'recommended', 'dipakai', 'bumil', 'busui', 'semoga', 'cocok', 'thank', 'you', 'avoskin']","['senang', 'banget', 'iseng', 'war', 'harga', 'doang', 'belum', 'pernah', 'coba', 'belum', 'coba', 'menyusui', 'katanya', 'enggak', 'recommended', 'dipakai', 'bumil', 'busui', 'semoga', 'cocok', 'thank', 'you', 'avoskin']","['senang', 'banget', 'iseng', 'war', 'harga', 'doang', 'belum', 'pernah', 'coba', 'belum', 'coba', 'susu', 'kata', 'enggak', 'recommended', 'pakai', 'bumil', 'busui', 'moga', 'cocok', 'thank', 'you', 'avoskin']",senang banget iseng war harga doang belum pernah coba belum coba susu kata enggak recommended pakai bumil busui moga cocok thank you avoskin,positif
"wishlist terpenuhi, nyari pelembab sekalian yang bisa mencerahkan. dapat moist ini di tokped lebih murah, maacih avoskin dan tokped.",wishlist terpenuhi nyari pelembab sekalian yang bisa mencerahkan dapat moist ini di tokped lebih murah maacih avoskin dan tokped,wishlist terpenuhi mencari pelembab sekalian yang bisa mencerahkan dapat moist ini di tokped lebih murah terima kasih avoskin dan tokped,"['wishlist', 'terpenuhi', 'mencari', 'pelembab', 'sekalian', 'yang', 'bisa', 'mencerahkan', 'dapat', 'moist', 'ini', 'di', 'tokped', 'lebih', 'murah', 'terima', 'kasih', 'avoskin', 'dan', 'tokped']","['wishlist', 'terpenuhi', 'mencari', 'pelembab', 'sekalian', 'mencerahkan', 'moist', 'tokped', 'lebih', 'murah', 'terima', 'kasih', 'avoskin', 'tokped']","['wishlist', 'penuh', 'cari', 'pelembab', 'sekali', 'cerah', 'moist', 'tokped', 'lebih', 'murah', 'terima', 'kasih', 'avoskin', 'tokped']",wishlist penuh cari pelembab sekali cerah moist tokped lebih murah terima kasih avoskin tokped,positif
salah satu comfort serum! bikin kulit halus dan lembut,salah satu comfo serum bikin kulit halus dan lembut,salah satu comfo serum bikin kulit halus dan lembut,"['salah', 'satu', 'comfo', 'serum', 'bikin', 'kulit', 'halus', 'dan', 'lembut']","['salah', 'satu', 'comfo', 'serum', 'bikin', 'kulit', 'halus', 'lembut']","['salah', 'satu', 'comfo', 'serum', 'bikin', 'kulit', 'halus', 'lembut']",salah satu comfo serum bikin kulit halus lembut,negatif
"tekstur agak kental, baru mau pakai, semoga sesuai kleim",tekstur agak kental baru mau pakai semoga sesuai kleim,tekstur agak kental baru mau pakai semoga sesuai klaim,"['tekstur', 'agak', 'kental', 'baru', 'mau', 'pakai', 'semoga', 'sesuai', 'klaim']","['tekstur', 'kental', 'baru', 'mau', 'pakai', 'semoga', 'sesuai', 'klaim']","['tekstur', 'kental', 'baru', 'mau', 'pakai', 'moga', 'sesuai', 'klaim']",tekstur kental baru mau pakai moga sesuai klaim,positif
"iseng nyobain produk avoskin, ternyata emang juaraaaa !!
baru dipake 3x tiap malem bangun tidur wajah auto cerah plumpy ga minyakan juga , 
kenapaa ga dr dulu aku pake serum inii 😭",iseng nyobain produk avoskin ternyata emang juaraaaa baru dipake tiap malem bangun tidur wajah auto cerah plumpy ga minyakan juga kenapaa ga dr dulu aku pake serum inii,iseng mencoba produk avoskin ternyata memang juara baru dipakai tiap malam bangun tidur wajah auto cerah plumpy enggak minyakan juga kenapa enggak dari dulu aku pakai serum ini,"['iseng', 'mencoba', 'produk', 'avoskin', 'ternyata', 'memang', 'juara', 'baru', 'dipakai', 'tiap', 'malam', 'bangun', 'tidur', 'wajah', 'auto', 'cerah', 'plumpy', 'enggak', 'minyakan', 'juga', 'kenapa', 'enggak', 'dari', 'dulu', 'aku', 'pakai', 'serum', 'ini']","['iseng', 'mencoba', 'produk', 'avoskin', 'ternyata', 'memang', 'juara', 'baru', 'dipakai', 'tiap', 'malam', 'bangun', 'tidur', 'wajah', 'auto', 'cerah', 'plumpy', 'enggak', 'minyakan', 'enggak', 'dulu', 'aku', 'pakai', 'serum']","['iseng', 'coba', 'produk', 'avoskin', 'nyata', 'memang', 'juara', 'baru', 'pakai', 'tiap', 'malam', 'bangun', 'tidur', 'wajah', 'auto', 'cerah', 'plumpy', 'enggak', 'minyak', 'enggak', 'dulu', 'aku', 'pakai', 'serum']",iseng coba produk avoskin nyata memang juara baru pakai tiap malam bangun tidur wajah auto cerah plumpy enggak minyak enggak dulu aku pakai serum,positif
blm dicoba..semoga cocok dan gak bikin kering,blm dicoba semoga cocok dan gak bikin kering,belum dicoba semoga cocok dan enggak bikin kering,"['belum', 'dicoba', 'semoga', 'cocok', 'dan', 'enggak', 'bikin', 'kering']","['belum', 'dicoba', 'semoga', 'cocok', 'enggak', 'bikin', 'kering']","['belum', 'coba', 'moga', 'cocok', 'enggak', 'bikin', 'kering']",belum coba moga cocok enggak bikin kering,positif
menurutku sih ini exfoliating toner terbaikkk ☺️ gatau deh udah botol keberapa saking cintanya hehehe,menurutku sih ini exfoliating toner terbaikkk gatau deh udah botol keberapa saking cintanya,menurutku sih ini exfoliating toner terbaik enggak tau deh sudah botol keberapa saking cintanya,"['menurutku', 'sih', 'ini', 'exfoliating', 'toner', 'terbaik', 'enggak', 'tau', 'deh', 'sudah', 'botol', 'keberapa', 'saking', 'cintanya']","['menurutku', 'sih', 'exfoliating', 'toner', 'terbaik', 'enggak', 'tau', 'deh', 'botol', 'keberapa', 'saking', 'cintanya']","['turut', 'sih', 'exfoliating', 'toner', 'baik', 'enggak', 'tau', 'deh', 'botol', 'berapa', 'saking', 'cinta']",turut sih exfoliating toner baik enggak tau deh botol berapa saking cinta,netral
"selalu suka 
alhamdulillah cocok",selalu suka alhamdulillah cocok,selalu suka alhamdulillah cocok,"['selalu', 'suka', 'alhamdulillah', 'cocok']","['selalu', 'suka', 'alhamdulillah', 'cocok']","['selalu', 'suka', 'alhamdulillah', 'cocok']",selalu suka alhamdulillah cocok,positif
"eye ampoule-nya mudah meresap, baru dua kali pemakian dan sejauh ini tidak menimbulkan alergi.",eye ampoule nya mudah meresap baru dua kali pemakian dan sejauh ini tidak menimbulkan alergi,eye ampoule nya mudah meresap baru dua kali pemakian dan sejauh ini tidak menimbulkan alergi,"['eye', 'ampoule', 'nya', 'mudah', 'meresap', 'baru', 'dua', 'kali', 'pemakian', 'dan', 'sejauh', 'ini', 'tidak', 'menimbulkan', 'alergi']","['eye', 'ampoule', 'nya', 'mudah', 'meresap', 'baru', 'kali', 'pemakian', 'sejauh', 'tidak', 'menimbulkan', 'alergi']","['eye', 'ampoule', 'nya', 'mudah', 'resap', 'baru', 'kali', 'maki', 'jauh', 'tidak', 'timbul', 'alergi']",eye ampoule nya mudah resap baru kali maki jauh tidak timbul alergi,positif
"bagus bgt!! seminggu coba dan emang beneran bagus, kalo abis bangun tidur terasa lebih lembab dan jadi lebih lembut aja, sama dapet name tag lucu 😭 makasih yyaa!",bagus bgt seminggu coba dan emang beneran bagus kalo abis bangun tidur terasa lebih lembab dan jadi lebih lembut aja sama dapet name tag lucu makasih yyaa,bagus banget seminggu coba dan memang benaran bagus kalo habis bangun tidur terasa lebih lembab dan jadi lebih lembut saja sama dapat name tag lucu terima kasih ya,"['bagus', 'banget', 'seminggu', 'coba', 'dan', 'memang', 'benaran', 'bagus', 'kalo', 'habis', 'bangun', 'tidur', 'terasa', 'lebih', 'lembab', 'dan', 'jadi', 'lebih', 'lembut', 'saja', 'sama', 'dapat', 'name', 'tag', 'lucu', 'terima', 'kasih', 'ya']","['bagus', 'banget', 'seminggu', 'coba', 'memang', 'benaran', 'bagus', 'kalo', 'habis', 'bangun', 'tidur', 'terasa', 'lebih', 'lembab', 'jadi', 'lebih', 'lembut', 'sama', 'name', 'tag', 'lucu', 'terima', 'kasih']","['bagus', 'banget', 'minggu', 'coba', 'memang', 'benar', 'bagus', 'kalo', 'habis', 'bangun', 'tidur', 'asa', 'lebih', 'lembab', 'jadi', 'lebih', 'lembut', 'sama', 'name', 'tag', 'lucu', 'terima', 'kasih']",bagus banget minggu coba memang benar bagus kalo habis bangun tidur asa lebih lembab jadi lebih lembut sama name tag lucu terima kasih,positif
memang agak butek ya serumnya min? baru coba pertama yg alpha arbutin sebelumnya pake yg niacinemed. kita liat hasilnya setelah habis dipake... 😊,memang agak butek ya serumnya min baru coba pertama yg alpha arbutin sebelumnya pake yg niacinemed kita liat hasilnya setelah habis dipake,memang agak butek ya serumnya min baru coba pertama yang alpha arbutin sebelumnya pakai yang niacinemed kita lihat hasilnya setelah habis dipakai,"['memang', 'agak', 'butek', 'ya', 'serumnya', 'min', 'baru', 'coba', 'pertama', 'yang', 'alpha', 'arbutin', 'sebelumnya', 'pakai', 'yang', 'niacinemed', 'kita', 'lihat', 'hasilnya', 'setelah', 'habis', 'dipakai']","['memang', 'butek', 'serumnya', 'min', 'baru', 'coba', 'pertama', 'alpha', 'arbutin', 'sebelumnya', 'pakai', 'niacinemed', 'lihat', 'hasilnya', 'habis', 'dipakai']","['memang', 'butek', 'serum', 'min', 'baru', 'coba', 'pertama', 'alpha', 'arbutin', 'belum', 'pakai', 'niacinemed', 'lihat', 'hasil', 'habis', 'pakai']",memang butek serum min baru coba pertama alpha arbutin belum pakai niacinemed lihat hasil habis pakai,positif
terima kasih paketnya sudah sampai... exp mash lama 02 2025,terima kasih paketnya sudah sampai exp mash lama,terima kasih paketnya sudah sampai exp mash lama,"['terima', 'kasih', 'paketnya', 'sudah', 'sampai', 'exp', 'mash', 'lama']","['terima', 'kasih', 'paketnya', 'exp', 'mash', 'lama']","['terima', 'kasih', 'paket', 'exp', 'mash', 'lama']",terima kasih paket exp mash lama,positif
"dapet di harga 118rb dan exp masih jauh 02/25
makasihh avoskin",dapet di harga rb dan exp masih jauh makasihh avoskin,dapat di harga ribu dan exp masih jauh terima kasih avoskin,"['dapat', 'di', 'harga', 'ribu', 'dan', 'exp', 'masih', 'jauh', 'terima', 'kasih', 'avoskin']","['harga', 'ribu', 'exp', 'jauh', 'terima', 'kasih', 'avoskin']","['harga', 'ribu', 'exp', 'jauh', 'terima', 'kasih', 'avoskin']",harga ribu exp jauh terima kasih avoskin,positif
"hoki banget dapet yg bulan 11
makasih avoskin",hoki banget dapet yg bulan makasih avoskin,hoki banget dapat yang bulan terima kasih avoskin,"['hoki', 'banget', 'dapat', 'yang', 'bulan', 'terima', 'kasih', 'avoskin']","['hoki', 'banget', 'bulan', 'terima', 'kasih', 'avoskin']","['hoki', 'banget', 'bulan', 'terima', 'kasih', 'avoskin']",hoki banget bulan terima kasih avoskin,positif
"cocok pke ini, bekas jerawat sedikit demi sedikit hilang",cocok pke ini bekas jerawat sedikit demi sedikit hilang,cocok pakai ini bekas jerawat sedikit demi sedikit hilang,"['cocok', 'pakai', 'ini', 'bekas', 'jerawat', 'sedikit', 'demi', 'sedikit', 'hilang']","['cocok', 'pakai', 'bekas', 'jerawat', 'sedikit', 'sedikit', 'hilang']","['cocok', 'pakai', 'bekas', 'jerawat', 'sedikit', 'sedikit', 'hilang']",cocok pakai bekas jerawat sedikit sedikit hilang,positif
ringan enak bgt dipakenya,ringan enak bgt dipakenya,ringan enak banget dipakai,"['ringan', 'enak', 'banget', 'dipakai']","['ringan', 'enak', 'banget', 'dipakai']","['ringan', 'enak', 'banget', 'pakai']",ringan enak banget pakai,positif
"belum dicoba ngabisin dlu yg laen, next bakal review klo ada hasilnya",belum dicoba ngabisin dlu yg laen next bakal review klo ada hasilnya,belum dicoba ngabisin dulu yang lain next bakal review kalo ada hasilnya,"['belum', 'dicoba', 'ngabisin', 'dulu', 'yang', 'lain', 'next', 'bakal', 'review', 'kalo', 'ada', 'hasilnya']","['belum', 'dicoba', 'ngabisin', 'dulu', 'next', 'bakal', 'review', 'kalo', 'hasilnya']","['belum', 'coba', 'ngabisin', 'dulu', 'next', 'bakal', 'review', 'kalo', 'hasil']",belum coba ngabisin dulu next bakal review kalo hasil,netral
cocok bngt buat oily skin kyk aku,cocok bngt buat oily skin kyk aku,cocok banget buat oily skin kayak aku,"['cocok', 'banget', 'buat', 'oily', 'skin', 'kayak', 'aku']","['cocok', 'banget', 'buat', 'oily', 'skin', 'kayak', 'aku']","['cocok', 'banget', 'buat', 'oily', 'skin', 'kayak', 'aku']",cocok banget buat oily skin kayak aku,positif
baru sekali pake udh kerasa halus dimuka..,baru sekali pake udh kerasa halus dimuka,baru sekali pakai sudah kerasa halus dimuka,"['baru', 'sekali', 'pakai', 'sudah', 'kerasa', 'halus', 'dimuka']","['baru', 'sekali', 'pakai', 'kerasa', 'halus', 'dimuka']","['baru', 'sekali', 'pakai', 'rasa', 'halus', 'muka']",baru sekali pakai rasa halus muka,positif
