case_folding,cleaned,normalization,tokenize,remove_stopwords,text_string_lemma,sentimen
moisturizer ter the best yg pernah aku coba...udah repurchase ber ulang kali dari kemasan lama sampe kemasan sekarang yang baru...,moisturizer ter the best yg pernah aku coba udah repurchase ber ulang kali dari kemasan lama sampe kemasan sekarang yang baru,moisturizer ter the best yang pernah aku coba sudah repurchase ber ulang kali dari kemasan lama sampai kemasan sekarang yang baru,"['moisturizer', 'ter', 'the', 'best', 'yang', 'pernah', 'aku', 'coba', 'sudah', 'repurchase', 'ber', 'ulang', 'kali', 'dari', 'kemasan', 'lama', 'sampai', 'kemasan', 'sekarang', 'yang', 'baru']","['moisturizer', 'ter', 'the', 'best', 'pernah', 'aku', 'coba', 'repurchase', 'ber', 'ulang', 'kali', 'kemasan', 'lama', 'kemasan', 'sekarang', 'baru']",moisturizer ter the best pernah aku coba repurchase ber ulang kali kemasan lama kemasan sekarang baru,positif
"pertama kali pakai skingame, produk bagus dan cocok di kulit",pertama kali pakai skingame produk bagus dan cocok di kulit,pertama kali pakai skingame produk bagus dan cocok di kulit,"['pertama', 'kali', 'pakai', 'skingame', 'produk', 'bagus', 'dan', 'cocok', 'di', 'kulit']","['pertama', 'kali', 'pakai', 'skingame', 'produk', 'bagus', 'cocok', 'kulit']",pertama kali pakai skingame produk bagus cocok kulit,positif
"bagus bangetttt, meskipun hanya bonus tp produk bagus sekali",bagus bangetttt meskipun hanya bonus tp produk bagus sekali,bagus banget meskipun hanya bonus tapi produk bagus sekali,"['bagus', 'banget', 'meskipun', 'hanya', 'bonus', 'tapi', 'produk', 'bagus', 'sekali']","['bagus', 'banget', 'meskipun', 'bonus', 'produk', 'bagus', 'sekali']",bagus banget meskipun bonus produk bagus sekali,positif
moist enakkk! cocok banget di muka ku yg oily acne prone inii🫶,moist enakkk cocok banget di muka ku yg oily acne prone inii,moist enakkk cocok banget di muka ku yang oily acne prone ini,"['moist', 'enakkk', 'cocok', 'banget', 'di', 'muka', 'ku', 'yang', 'oily', 'acne', 'prone', 'ini']","['moist', 'enakkk', 'cocok', 'banget', 'muka', 'ku', 'oily', 'acne', 'prone']",moist enakkk cocok banget muka ku oily acne prone,positif
"teksturnya moistnya ringan, melembabkannya okee",teksturnya moistnya ringan melembabkannya okee,teksturnya moistnya ringan melembabkannya okee,"['teksturnya', 'moistnya', 'ringan', 'melembabkannya', 'okee']","['teksturnya', 'moistnya', 'ringan', 'melembabkannya', 'okee']",teksturnya moistnya ringan melembabkannya okee,positif
"tipe kulitku berminyak.
cocok untuk kulit berminyak",tipe kulitku berminyak cocok untuk kulit berminyak,tipe kulitku berminyak cocok untuk kulit berminyak,"['tipe', 'kulitku', 'berminyak', 'cocok', 'untuk', 'kulit', 'berminyak']","['tipe', 'kulitku', 'berminyak', 'cocok', 'kulit', 'berminyak']",tipe kulitku berminyak cocok kulit berminyak,positif
keren cepett nyampenya. semoga cocok,keren cepett nyampenya semoga cocok,keren cepat sampainya semoga cocok,"['keren', 'cepat', 'sampainya', 'semoga', 'cocok']","['keren', 'cepat', 'sampainya', 'semoga', 'cocok']",keren cepat sampainya semoga cocok,positif
tipe kulitku berminyak tipe kulitku kombinasi mantaaappppp,tipe kulitku berminyak tipe kulitku kombinasi mantaaappppp,tipe kulitku berminyak tipe kulitku kombinasi mantaaappppp,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kombinasi', 'mantaaappppp']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kombinasi', 'mantaaappppp']",tipe kulitku berminyak tipe kulitku kombinasi mantaaappppp,negatif
tipe kulitku kering masalah kulitku jerawat masalah kulitku pori besar,tipe kulitku kering masalah kulitku jerawat masalah kulitku pori besar,tipe kulitku kering masalah kulitku jerawat masalah kulitku pori besar,"['tipe', 'kulitku', 'kering', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulitku', 'kering', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar']",tipe kulitku kering masalah kulitku jerawat masalah kulitku pori besar,negatif
"expired lama, packing aman pake dus",expired lama packing aman pake dus,expired lama packing aman pakai dus,"['expired', 'lama', 'packing', 'aman', 'pakai', 'dus']","['expired', 'lama', 'packing', 'aman', 'pakai', 'dus']",expired lama packing aman pakai dus,positif
"senangnya dapat bonus lip balm
expired masih 2026",senangnya dapat bonus lip balm expired masih,senangnya dapat bonus lip balm expired masih,"['senangnya', 'dapat', 'bonus', 'lip', 'balm', 'expired', 'masih']","['senangnya', 'bonus', 'lip', 'balm', 'expired']",senangnya bonus lip balm expired,positif
"tipe kulitku kombinasi, nanti kalo habis bakal beli lagi",tipe kulitku kombinasi nanti kalo habis bakal beli lagi,tipe kulitku kombinasi nanti kalo habis bakal beli lagi,"['tipe', 'kulitku', 'kombinasi', 'nanti', 'kalo', 'habis', 'bakal', 'beli', 'lagi']","['tipe', 'kulitku', 'kombinasi', 'kalo', 'habis', 'bakal', 'beli']",tipe kulitku kombinasi kalo habis bakal beli,negatif
"pengiriman cepat, perlu dipakein agak banyak biar lembab seharian, wanginya juga enak",pengiriman cepat perlu dipakein agak banyak biar lembab seharian wanginya juga enak,pengiriman cepat perlu dipakein agak banyak biar lembab seharian wanginya juga enak,"['pengiriman', 'cepat', 'perlu', 'dipakein', 'agak', 'banyak', 'biar', 'lembab', 'seharian', 'wanginya', 'juga', 'enak']","['pengiriman', 'cepat', 'perlu', 'dipakein', 'banyak', 'biar', 'lembab', 'seharian', 'wanginya', 'enak']",pengiriman cepat perlu dipakein banyak biar lembab seharian wanginya enak,positif
"travel size. pas bgt buat jalan, wangi nya enak",travel size pas bgt buat jalan wangi nya enak,travel size pas banget buat jalan wangi nya enak,"['travel', 'size', 'pas', 'banget', 'buat', 'jalan', 'wangi', 'nya', 'enak']","['travel', 'size', 'pas', 'banget', 'buat', 'jalan', 'wangi', 'nya', 'enak']",travel size pas banget buat jalan wangi nya enak,positif
ngga dapet 🥲,ngga dapet,enggak dapat,"['enggak', 'dapat']",['enggak'],enggak,negatif
tepat waktu,tepat waktu,tepat waktu,"['tepat', 'waktu']","['tepat', 'waktu']",tepat waktu,negatif
tipe kulitku kombinasi masalah kulitku jerawat tipe kulitku sensitif,tipe kulitku kombinasi masalah kulitku jerawat tipe kulitku sensitif,tipe kulitku kombinasi masalah kulitku jerawat tipe kulitku sensitif,"['tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'sensitif']",tipe kulitku kombinasi masalah kulitku jerawat tipe kulitku sensitif,negatif
packing rapi dan cocok banget karena kemasan banyak,packing rapi dan cocok banget karena kemasan banyak,packing rapi dan cocok banget karena kemasan banyak,"['packing', 'rapi', 'dan', 'cocok', 'banget', 'karena', 'kemasan', 'banyak']","['packing', 'rapi', 'cocok', 'banget', 'kemasan', 'banyak']",packing rapi cocok banget kemasan banyak,positif
tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat,tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat,tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat,"['tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat']",tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat,negatif
"bagus juga cream totol jerawatnya, jadi lebih cepat mateng dan keluar. tekstur kental, warnanya pink, dan berbau sulfur. tipe kulitku kombinasi",bagus juga cream totol jerawatnya jadi lebih cepat mateng dan keluar tekstur kental warnanya pink dan berbau sulfur tipe kulitku kombinasi,bagus juga cream totol jerawatnya jadi lebih cepat mateng dan keluar tekstur kental warnanya pink dan berbau sulfur tipe kulitku kombinasi,"['bagus', 'juga', 'cream', 'totol', 'jerawatnya', 'jadi', 'lebih', 'cepat', 'mateng', 'dan', 'keluar', 'tekstur', 'kental', 'warnanya', 'pink', 'dan', 'berbau', 'sulfur', 'tipe', 'kulitku', 'kombinasi']","['bagus', 'cream', 'totol', 'jerawatnya', 'jadi', 'lebih', 'cepat', 'mateng', 'keluar', 'tekstur', 'kental', 'warnanya', 'pink', 'berbau', 'sulfur', 'tipe', 'kulitku', 'kombinasi']",bagus cream totol jerawatnya jadi lebih cepat mateng keluar tekstur kental warnanya pink berbau sulfur tipe kulitku kombinasi,positif
pengemasan dan pengiriman baik. kualitas produk bagus.,pengemasan dan pengiriman baik kualitas produk bagus,pengemasan dan pengiriman baik kualitas produk bagus,"['pengemasan', 'dan', 'pengiriman', 'baik', 'kualitas', 'produk', 'bagus']","['pengemasan', 'pengiriman', 'baik', 'kualitas', 'produk', 'bagus']",pengemasan pengiriman baik kualitas produk bagus,positif
bs mengatasii jerawat yang ada matanya,bs mengatasii jerawat yang ada matanya,bisa mengatasii jerawat yang ada matanya,"['bisa', 'mengatasii', 'jerawat', 'yang', 'ada', 'matanya']","['mengatasii', 'jerawat', 'matanya']",mengatasii jerawat matanya,negatif
"it's my first time!! skingame jadi pilihanku buat pindah skincare karena rekomendasi temen, sebelumnya pake produk yang ga jelas support isntreal ato ngga. daripada plinplan yakan 👀 suka bgt sama teksturnya, ringan!",it my first time skingame jadi pilihanku buat pindah skincare karena rekomendasi temen sebelumnya pake produk yang ga jelas suppo isntreal ato ngga daripada plinplan yakan suka bgt sama teksturnya ringan,itu my first time skingame jadi pilihanku buat pindah skincare karena rekomendasi teman sebelumnya pakai produk yang enggak jelas suppo isntreal atau enggak daripada plinplan yakan suka banget sama teksturnya ringan,"['itu', 'my', 'first', 'time', 'skingame', 'jadi', 'pilihanku', 'buat', 'pindah', 'skincare', 'karena', 'rekomendasi', 'teman', 'sebelumnya', 'pakai', 'produk', 'yang', 'enggak', 'jelas', 'suppo', 'isntreal', 'atau', 'enggak', 'daripada', 'plinplan', 'yakan', 'suka', 'banget', 'sama', 'teksturnya', 'ringan']","['my', 'first', 'time', 'skingame', 'jadi', 'pilihanku', 'buat', 'pindah', 'skincare', 'rekomendasi', 'teman', 'sebelumnya', 'pakai', 'produk', 'enggak', 'jelas', 'suppo', 'isntreal', 'enggak', 'plinplan', 'yakan', 'suka', 'banget', 'sama', 'teksturnya', 'ringan']",my first time skingame jadi pilihanku buat pindah skincare rekomendasi teman sebelumnya pakai produk enggak jelas suppo isntreal enggak plinplan yakan suka banget sama teksturnya ringan,positif
"tipe kulitku kombinasi, bagus banget untuk melembabkan, udah beli berkali2",tipe kulitku kombinasi bagus banget untuk melembabkan udah beli berkali,tipe kulitku kombinasi bagus banget untuk melembabkan sudah beli berkali,"['tipe', 'kulitku', 'kombinasi', 'bagus', 'banget', 'untuk', 'melembabkan', 'sudah', 'beli', 'berkali']","['tipe', 'kulitku', 'kombinasi', 'bagus', 'banget', 'melembabkan', 'beli', 'berkali']",tipe kulitku kombinasi bagus banget melembabkan beli berkali,positif
chakep lah pokoknyaaa,chakep lah pokoknyaaa,chakep lah pokoknyaaa,"['chakep', 'lah', 'pokoknyaaa']","['chakep', 'lah', 'pokoknyaaa']",chakep lah pokoknyaaa,positif
"udah bertahun2 pakai acne warrior tp yang versi lamaaa. mari kita coba pakai yg baruu, apakah makin makjaaaanghg? lesgo😋",udah bertahun pakai acne warrior tp yang versi lamaaa mari kita coba pakai yg baruu apakah makin makjaaaanghg lesgo,sudah bertahun pakai acne warrior tapi yang versi lama mari kita coba pakai yang baru apakah makin makjaaaanghg lesgo,"['sudah', 'bertahun', 'pakai', 'acne', 'warrior', 'tapi', 'yang', 'versi', 'lama', 'mari', 'kita', 'coba', 'pakai', 'yang', 'baru', 'apakah', 'makin', 'makjaaaanghg', 'lesgo']","['bertahun', 'pakai', 'acne', 'warrior', 'versi', 'lama', 'coba', 'pakai', 'baru', 'makin', 'makjaaaanghg', 'lesgo']",bertahun pakai acne warrior versi lama coba pakai baru makin makjaaaanghg lesgo,positif
pengirimannya lama,pengirimannya lama,pengirimannya lama,"['pengirimannya', 'lama']","['pengirimannya', 'lama']",pengirimannya lama,negatif
"aku udah repurchase kind moisturizer 6x gak pernah ada masalah, tp baru kali ini kecewa karena kurir rekomendasi. kira2 tim skin game bisa matiin kurir rekomendasi untuk sapx gak ya? pengirimannya 2 minggu padahal kota yg sama juga. sayang banget produk dan pelayanan udh oke tp salah pilih ekspedisi pengiriman  huhu",aku udah repurchase kind moisturizer gak pernah ada masalah tp baru kali ini kecewa karena kurir rekomendasi kira tim skin game bisa matiin kurir rekomendasi untuk sapx gak ya pengirimannya minggu padahal kota yg sama juga sayang banget produk dan pelayanan udh oke tp salah pilih ekspedisi pengiriman huhu,aku sudah repurchase kind moisturizer enggak pernah ada masalah tapi baru kali ini kecewa karena kurir rekomendasi kira tim skin game bisa matiin kurir rekomendasi untuk sapx enggak ya pengirimannya minggu padahal kota yang sama juga sayang banget produk dan pelayanan sudah oke tapi salah pilih ekspedisi pengiriman huhu,"['aku', 'sudah', 'repurchase', 'kind', 'moisturizer', 'enggak', 'pernah', 'ada', 'masalah', 'tapi', 'baru', 'kali', 'ini', 'kecewa', 'karena', 'kurir', 'rekomendasi', 'kira', 'tim', 'skin', 'game', 'bisa', 'matiin', 'kurir', 'rekomendasi', 'untuk', 'sapx', 'enggak', 'ya', 'pengirimannya', 'minggu', 'padahal', 'kota', 'yang', 'sama', 'juga', 'sayang', 'banget', 'produk', 'dan', 'pelayanan', 'sudah', 'oke', 'tapi', 'salah', 'pilih', 'ekspedisi', 'pengiriman', 'huhu']","['aku', 'repurchase', 'kind', 'moisturizer', 'enggak', 'pernah', 'masalah', 'baru', 'kali', 'kecewa', 'kurir', 'rekomendasi', 'kira', 'tim', 'skin', 'game', 'matiin', 'kurir', 'rekomendasi', 'sapx', 'enggak', 'pengirimannya', 'minggu', 'padahal', 'kota', 'sama', 'sayang', 'banget', 'produk', 'pelayanan', 'oke', 'salah', 'pilih', 'ekspedisi', 'pengiriman', 'huhu']",aku repurchase kind moisturizer enggak pernah masalah baru kali kecewa kurir rekomendasi kira tim skin game matiin kurir rekomendasi sapx enggak pengirimannya minggu padahal kota sama sayang banget produk pelayanan oke salah pilih ekspedisi pengiriman huhu,positif
kualitas good untuk kulit yg sensitif,kualitas good untuk kulit yg sensitif,kualitas good untuk kulit yang sensitif,"['kualitas', 'good', 'untuk', 'kulit', 'yang', 'sensitif']","['kualitas', 'good', 'kulit', 'sensitif']",kualitas good kulit sensitif,positif
tipe kulitku normal,tipe kulitku normal,tipe kulitku normal,"['tipe', 'kulitku', 'normal']","['tipe', 'kulitku', 'normal']",tipe kulitku normal,negatif
mantab,mantab,mantap,['mantap'],['mantap'],mantap,positif
oke untuk tipe kulitku berminyak,oke untuk tipe kulitku berminyak,oke untuk tipe kulitku berminyak,"['oke', 'untuk', 'tipe', 'kulitku', 'berminyak']","['oke', 'tipe', 'kulitku', 'berminyak']",oke tipe kulitku berminyak,positif
udah pakai 1 tube kemasan lama sejauh ini belum ada hasil signifikan sih cuma lumayan buat jerawat biar gk meradang aja bukan yg bisa nyembuhin 🙂 tipe kulitku kering masalah kulitku jerawat,udah pakai tube kemasan lama sejauh ini belum ada hasil signifikan sih cuma lumayan buat jerawat biar gk meradang aja bukan yg bisa nyembuhin tipe kulitku kering masalah kulitku jerawat,sudah pakai tube kemasan lama sejauh ini belum ada hasil signifikan sih cuma lumayan buat jerawat biar enggak meradang saja bukan yang bisa nyembuhin tipe kulitku kering masalah kulitku jerawat,"['sudah', 'pakai', 'tube', 'kemasan', 'lama', 'sejauh', 'ini', 'belum', 'ada', 'hasil', 'signifikan', 'sih', 'cuma', 'lumayan', 'buat', 'jerawat', 'biar', 'enggak', 'meradang', 'saja', 'bukan', 'yang', 'bisa', 'nyembuhin', 'tipe', 'kulitku', 'kering', 'masalah', 'kulitku', 'jerawat']","['pakai', 'tube', 'kemasan', 'lama', 'sejauh', 'hasil', 'signifikan', 'sih', 'cuma', 'lumayan', 'buat', 'jerawat', 'biar', 'enggak', 'meradang', 'bukan', 'nyembuhin', 'tipe', 'kulitku', 'kering', 'masalah', 'kulitku', 'jerawat']",pakai tube kemasan lama sejauh hasil signifikan sih cuma lumayan buat jerawat biar enggak meradang bukan nyembuhin tipe kulitku kering masalah kulitku jerawat,negatif
"pengirimannya cepeet. ini first time nyoba yg cream, kmrn yg gel. enak bgt texturenyaaa<3",pengirimannya cepeet ini first time nyoba yg cream kmrn yg gel enak bgt texturenyaaa,pengirimannya cepeet ini first time mencoba yang cream kemarin yang gel enak banget texturenyaaa,"['pengirimannya', 'cepeet', 'ini', 'first', 'time', 'mencoba', 'yang', 'cream', 'kemarin', 'yang', 'gel', 'enak', 'banget', 'texturenyaaa']","['pengirimannya', 'cepeet', 'first', 'time', 'mencoba', 'cream', 'kemarin', 'gel', 'enak', 'banget', 'texturenyaaa']",pengirimannya cepeet first time mencoba cream kemarin gel enak banget texturenyaaa,positif
"kurir nya tidak sertakan bukti pengiriman, skrg bingung mau cari barangny bagaimana",kurir nya tidak sertakan bukti pengiriman skrg bingung mau cari barangny bagaimana,kurir nya tidak sertakan bukti pengiriman sekarang bingung mau cari barangny bagaimana,"['kurir', 'nya', 'tidak', 'sertakan', 'bukti', 'pengiriman', 'sekarang', 'bingung', 'mau', 'cari', 'barangny', 'bagaimana']","['kurir', 'nya', 'sertakan', 'bukti', 'pengiriman', 'sekarang', 'bingung', 'mau', 'cari', 'barangny', 'bagaimana']",kurir nya sertakan bukti pengiriman sekarang bingung mau cari barangny bagaimana,negatif
tulisannya po 21 hari tapi dikirim ga nyampe semingguu! thanks skin game!,tulisannya po hari tapi dikirim ga nyampe semingguu thanks skin game,tulisannya pre order hari tapi dikirim enggak sampai semingguu thanks skin game,"['tulisannya', 'pre', 'order', 'hari', 'tapi', 'dikirim', 'enggak', 'sampai', 'semingguu', 'thanks', 'skin', 'game']","['tulisannya', 'pre', 'order', 'hari', 'dikirim', 'enggak', 'semingguu', 'thanks', 'skin', 'game']",tulisannya pre order hari dikirim enggak semingguu thanks skin game,netral
"tipe kulitku berminyak, belum coba semoga cocok",tipe kulitku berminyak belum coba semoga cocok,tipe kulitku berminyak belum coba semoga cocok,"['tipe', 'kulitku', 'berminyak', 'belum', 'coba', 'semoga', 'cocok']","['tipe', 'kulitku', 'berminyak', 'coba', 'semoga', 'cocok']",tipe kulitku berminyak coba semoga cocok,positif
"me alr on my third, my skin loving it sm. thank youu! 🤍",me alr on my third my skin loving it sm thank youu,me alr on my third my skin loving itu sama thank youu,"['me', 'alr', 'on', 'my', 'third', 'my', 'skin', 'loving', 'itu', 'sama', 'thank', 'youu']","['me', 'alr', 'on', 'my', 'third', 'my', 'skin', 'loving', 'sama', 'thank', 'youu']",me alr on my third my skin loving sama thank youu,netral
"yg ke-2x beli, krimnya sangat cocok dgn saya, terimakasih seller🤩",yg ke beli krimnya sangat cocok dgn saya terimakasih seller,yang ke beli krimnya sangat cocok dengan saya terima kasih seller,"['yang', 'ke', 'beli', 'krimnya', 'sangat', 'cocok', 'dengan', 'saya', 'terima', 'kasih', 'seller']","['beli', 'krimnya', 'sangat', 'cocok', 'terima', 'kasih', 'seller']",beli krimnya sangat cocok terima kasih seller,positif
thank you 🤍,thank you,thank you,"['thank', 'you']","['thank', 'you']",thank you,positif
"finally nyampe ❣ udah lama pengen nyobain ini, suka banget teksturnya, semoga cocok dikulitku 😍",finally nyampe udah lama pengen nyobain ini suka banget teksturnya semoga cocok dikulitku,finally sampai sudah lama pengin mencoba ini suka banget teksturnya semoga cocok dikulitku,"['finally', 'sampai', 'sudah', 'lama', 'pengin', 'mencoba', 'ini', 'suka', 'banget', 'teksturnya', 'semoga', 'cocok', 'dikulitku']","['finally', 'lama', 'pengin', 'mencoba', 'suka', 'banget', 'teksturnya', 'semoga', 'cocok', 'dikulitku']",finally lama pengin mencoba suka banget teksturnya semoga cocok dikulitku,positif
"ringan bangett teksturnya, sangat sangat watery tapi sangat menghidrasi juga, suka banget sama teksturnya🥰🥰🫶",ringan bangett teksturnya sangat sangat watery tapi sangat menghidrasi juga suka banget sama teksturnya,ringan banget teksturnya sangat sangat watery tapi sangat menghidrasi juga suka banget sama teksturnya,"['ringan', 'banget', 'teksturnya', 'sangat', 'sangat', 'watery', 'tapi', 'sangat', 'menghidrasi', 'juga', 'suka', 'banget', 'sama', 'teksturnya']","['ringan', 'banget', 'teksturnya', 'sangat', 'sangat', 'watery', 'sangat', 'menghidrasi', 'suka', 'banget', 'sama', 'teksturnya']",ringan banget teksturnya sangat sangat watery sangat menghidrasi suka banget sama teksturnya,positif
akhirnya dateng juga,akhirnya dateng juga,akhirnya datang juga,"['akhirnya', 'datang', 'juga']","['akhirnya', 'datang']",akhirnya datang,positif
"tipe kulitku berminyak, semoga cocok karna liat reviewnya bagus bagus.",tipe kulitku berminyak semoga cocok karna liat reviewnya bagus bagus,tipe kulitku berminyak semoga cocok karena lihat reviewnya bagus bagus,"['tipe', 'kulitku', 'berminyak', 'semoga', 'cocok', 'karena', 'lihat', 'reviewnya', 'bagus', 'bagus']","['tipe', 'kulitku', 'berminyak', 'semoga', 'cocok', 'lihat', 'reviewnya', 'bagus', 'bagus']",tipe kulitku berminyak semoga cocok lihat reviewnya bagus bagus,positif
"barang sesuai, sayang banget ekspedisinya agak bermasalah. barang sudah dibawa driver dari 2 hari lalu barang baru sampai sekarang. semoga bisa diperbaiki. thanks",barang sesuai sayang banget ekspedisinya agak bermasalah barang sudah dibawa driver dari hari lalu barang baru sampai sekarang semoga bisa diperbaiki thanks,barang sesuai sayang banget ekspedisinya agak bermasalah barang sudah dibawa driver dari hari lalu barang baru sampai sekarang semoga bisa diperbaiki thanks,"['barang', 'sesuai', 'sayang', 'banget', 'ekspedisinya', 'agak', 'bermasalah', 'barang', 'sudah', 'dibawa', 'driver', 'dari', 'hari', 'lalu', 'barang', 'baru', 'sampai', 'sekarang', 'semoga', 'bisa', 'diperbaiki', 'thanks']","['barang', 'sesuai', 'sayang', 'banget', 'ekspedisinya', 'bermasalah', 'barang', 'dibawa', 'driver', 'hari', 'lalu', 'barang', 'baru', 'sekarang', 'semoga', 'diperbaiki', 'thanks']",barang sesuai sayang banget ekspedisinya bermasalah barang dibawa driver hari lalu barang baru sekarang semoga diperbaiki thanks,positif
tipe kulitku kering tipe kulitku sensitif,tipe kulitku kering tipe kulitku sensitif,tipe kulitku kering tipe kulitku sensitif,"['tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'sensitif']",tipe kulitku kering tipe kulitku sensitif,negatif
paket sudah diterima. kemasannya cukup rapi,paket sudah diterima kemasannya cukup rapi,paket sudah diterima kemasannya cukup rapi,"['paket', 'sudah', 'diterima', 'kemasannya', 'cukup', 'rapi']","['paket', 'diterima', 'kemasannya', 'cukup', 'rapi']",paket diterima kemasannya cukup rapi,positif
"tipe kulitku berminyak
cocok untuk yg skinbariernya sesang rusak.",tipe kulitku berminyak cocok untuk yg skinbariernya sesang rusak,tipe kulitku berminyak cocok untuk yang skinbariernya sesang rusak,"['tipe', 'kulitku', 'berminyak', 'cocok', 'untuk', 'yang', 'skinbariernya', 'sesang', 'rusak']","['tipe', 'kulitku', 'berminyak', 'cocok', 'skinbariernya', 'sesang', 'rusak']",tipe kulitku berminyak cocok skinbariernya sesang rusak,negatif
"tipe kulitku kering, aku apply ditangan sih msh lembab ya",tipe kulitku kering aku apply ditangan sih msh lembab ya,tipe kulitku kering aku apply ditangan sih masih lembab ya,"['tipe', 'kulitku', 'kering', 'aku', 'apply', 'ditangan', 'sih', 'masih', 'lembab', 'ya']","['tipe', 'kulitku', 'kering', 'aku', 'apply', 'ditangan', 'sih', 'lembab']",tipe kulitku kering aku apply ditangan sih lembab,netral
casing baru gemes yaaaa....selalu suka sama skin game,casing baru gemes yaaaa selalu suka sama skin game,casing baru gemas ya selalu suka sama skin game,"['casing', 'baru', 'gemas', 'ya', 'selalu', 'suka', 'sama', 'skin', 'game']","['casing', 'baru', 'gemas', 'selalu', 'suka', 'sama', 'skin', 'game']",casing baru gemas selalu suka sama skin game,positif
cocok untuk kulit saya..pengiriman super cepat,cocok untuk kulit saya pengiriman super cepat,cocok untuk kulit saya pengiriman super cepat,"['cocok', 'untuk', 'kulit', 'saya', 'pengiriman', 'super', 'cepat']","['cocok', 'kulit', 'pengiriman', 'super', 'cepat']",cocok kulit pengiriman super cepat,positif
"moist nya gendut, baru beralih dari brand sebelah. ternyata skingame bagus mudah nyerap dan juga lembab buat kulit aku yang kombi. makeup jadi stay lama gaada patchy di area tertentu. pokoknya best bkal repurchace dah harga nya merakyat kualitas bagus, packaging nya top udh pake airpump dan design nya simple gapi elegan  lop sekebon❤️🌾🔥 
maap gambar beda, review lagi kantor soapnya wkwk sukses terus dah pokoknya skingame",moist nya gendut baru beralih dari brand sebelah ternyata skingame bagus mudah nyerap dan juga lembab buat kulit aku yang kombi makeup jadi stay lama gaada patchy di area tertentu pokoknya best bkal repurchace dah harga nya merakyat kualitas bagus packaging nya top udh pake airpump dan design nya simple gapi elegan lop sekebon maap gambar beda review lagi kantor soapnya sukses terus dah pokoknya skingame,moist nya gendut baru beralih dari brand sebelah ternyata skingame bagus mudah nyerap dan juga lembab buat kulit aku yang kombi makeup jadi stay lama enggak ada patchy di area tertentu pokoknya best bakal repurchace deh harga nya merakyat kualitas bagus packaging nya top sudah pakai airpump dan design nya simple gapi elegan lop sekebon maaf gambar beda review lagi kantor soapnya sukses terus deh pokoknya skingame,"['moist', 'nya', 'gendut', 'baru', 'beralih', 'dari', 'brand', 'sebelah', 'ternyata', 'skingame', 'bagus', 'mudah', 'nyerap', 'dan', 'juga', 'lembab', 'buat', 'kulit', 'aku', 'yang', 'kombi', 'makeup', 'jadi', 'stay', 'lama', 'enggak', 'ada', 'patchy', 'di', 'area', 'tertentu', 'pokoknya', 'best', 'bakal', 'repurchace', 'deh', 'harga', 'nya', 'merakyat', 'kualitas', 'bagus', 'packaging', 'nya', 'top', 'sudah', 'pakai', 'airpump', 'dan', 'design', 'nya', 'simple', 'gapi', 'elegan', 'lop', 'sekebon', 'maaf', 'gambar', 'beda', 'review', 'lagi', 'kantor', 'soapnya', 'sukses', 'terus', 'deh', 'pokoknya', 'skingame']","['moist', 'nya', 'gendut', 'baru', 'beralih', 'brand', 'sebelah', 'ternyata', 'skingame', 'bagus', 'mudah', 'nyerap', 'lembab', 'buat', 'kulit', 'aku', 'kombi', 'makeup', 'jadi', 'stay', 'lama', 'enggak', 'patchy', 'area', 'tertentu', 'pokoknya', 'best', 'bakal', 'repurchace', 'deh', 'harga', 'nya', 'merakyat', 'kualitas', 'bagus', 'packaging', 'nya', 'top', 'pakai', 'airpump', 'design', 'nya', 'simple', 'gapi', 'elegan', 'lop', 'sekebon', 'maaf', 'gambar', 'beda', 'review', 'kantor', 'soapnya', 'sukses', 'terus', 'deh', 'pokoknya', 'skingame']",moist nya gendut baru beralih brand sebelah ternyata skingame bagus mudah nyerap lembab buat kulit aku kombi makeup jadi stay lama enggak patchy area tertentu pokoknya best bakal repurchace deh harga nya merakyat kualitas bagus packaging nya top pakai airpump design nya simple gapi elegan lop sekebon maaf gambar beda review kantor soapnya sukses terus deh pokoknya skingame,positif
